mcs_dl_i,mcs_ul_i,dl_kbps_i,ul_kbps_i,cpu_set,cpu_i,explode
19,21,7234,32186,Core 4-7,0.3934360593917069,0
12,5,83500,22627,Core 4-7,0.5027415238549818,0
23,19,39508,23162,Core 4-7,0.2258429500014229,0
20,10,49849,34761,Core 4-7,0.3230354517317386,1
25,15,8314,25860,Core 0-3,0.6868989588109349,0
3,10,43654,38431,Core 0-3,0.768207281746867,0
5,27,8351,42880,Core 0-3,0.2789552881312489,0
19,16,2100,14797,Core 4-7,0.5667080611827326,0
7,12,57114,38972,Core 4-7,0.39531582755137007,0
21,18,72902,23288,Core 4-7,0.6004222271867056,0
9,23,4192,39956,Core 0-3,0.32051114259228447,0
7,1,58527,27511,Core 4-7,0.6462248323196047,0
18,16,20873,49103,Core 0-3,0.4733458037098033,0
4,22,99136,28557,Core 4-7,0.4015409199036638,0
25,6,63305,18947,Core 0-3,0.4925406108792831,0
28,3,80883,18904,Core 0-3,0.7888809347568102,0
14,2,15007,21641,Core 4-7,0.48110196068487804,0
18,28,63431,22807,Core 4-7,0.5569964184599494,0
26,2,75999,10841,Core 0-3,0.5179777114985508,0
9,13,72142,40621,Core 0-3,0.5188421591000167,0
26,9,73369,9642,Core 0-3,0.7436003687382058,0
21,16,97949,48534,Core 0-3,0.6664668934816704,0
2,27,97319,41484,Core 0-3,0.2279793523756975,0
20,5,39923,16432,Core 4-7,0.6097305778497101,0
28,23,95851,12517,Core 0-3,0.8224390940815035,0
15,28,86620,33837,Core 4-7,0.4534462613979793,0
28,21,91418,38380,Core 4-7,0.6709400869772537,0
7,7,67100,1855,Core 4-7,0.0,0
12,13,42348,41324,Core 4-7,0.30677295824429895,0
29,20,7320,16586,Core 4-7,0.9789845264902928,0
8,24,9012,22015,Core 0-3,0.6526520318263296,0
15,29,37225,14720,Core 4-7,0.5436485289721318,0
3,27,52034,47766,Core 0-3,0.8681257660854309,0
14,26,85651,34102,Core 4-7,0.2778527497969999,0
17,13,40276,11808,Core 0-3,0.753841817005865,0
4,27,61445,1469,Core 4-7,0.32850006686767486,0
18,26,83920,33860,Core 0-3,0.5189290812860813,0
8,7,47955,754,Core 0-3,0.17502980795508188,0
4,10,83988,10806,Core 0-3,0.42327700611928776,0
2,15,52933,28041,Core 4-7,0.7647308204355154,0
6,21,10211,3161,Core 0-3,0.3978816083084839,0
22,27,59762,15809,Core 4-7,0.5986151999344612,0
10,6,86509,42062,Core 4-7,0.40265022702237707,0
4,5,84285,18723,Core 0-3,0.5861321593201694,0
22,23,10097,6405,Core 4-7,0.648958902654074,0
29,28,60567,2931,Core 4-7,0.3643828906041936,0
18,2,88020,8256,Core 4-7,0.3269215476542492,0
26,21,48522,5853,Core 4-7,0.41955436259804674,0
12,15,82424,2237,Core 0-3,0.4151928689375039,0
2,26,19282,17368,Core 4-7,0.09519642344787282,0
10,16,52282,32976,Core 0-3,0.5669866227445388,0
4,19,72644,24825,Core 4-7,0.5763270076831088,0
14,9,99151,12826,Core 0-3,0.1406646743762059,0
16,29,55513,25086,Core 0-3,0.667792051104976,0
15,22,72536,13411,Core 4-7,0.42004544389465076,0
8,29,35842,29580,Core 4-7,0.5656561652909746,0
14,26,86245,23135,Core 4-7,0.4503600902543251,0
23,19,21477,5713,Core 4-7,0.5652104746305923,0
28,7,57896,39495,Core 4-7,0.5234337757294422,1
25,4,50521,28440,Core 0-3,0.6755733107087393,0
8,3,69557,44547,Core 0-3,0.500380879928225,1
21,24,67336,49104,Core 0-3,0.6507983460142215,0
16,29,27575,23865,Core 4-7,0.7849570657977261,0
13,20,90015,9296,Core 4-7,0.4835972716644766,0
18,11,31302,49619,Core 4-7,0.4473175934150837,0
15,1,78261,17852,Core 0-3,0.6125235265387,0
21,6,77517,17320,Core 4-7,0.08786040370709125,0
24,26,87253,11466,Core 0-3,0.3251793063693452,0
26,11,56322,47235,Core 0-3,0.3181758438907094,0
25,27,52103,2309,Core 4-7,0.610432082976171,0
28,1,80791,39814,Core 0-3,0.5300222319496037,0
28,21,90950,41375,Core 0-3,0.753623040887261,0
28,7,36092,6005,Core 0-3,0.7416289858652387,0
13,6,56506,31149,Core 4-7,0.10777901279550745,0
9,14,26769,5757,Core 0-3,0.16268635870744336,0
29,2,50638,15551,Core 4-7,0.5077297692852661,0
15,27,62898,5409,Core 4-7,0.19061212471861966,0
13,4,90591,27845,Core 0-3,0.10555186282080381,0
1,11,20374,15366,Core 4-7,0.3524101426515618,0
25,15,57728,43289,Core 0-3,0.08299348369119697,0
7,18,63170,25368,Core 4-7,0.2944682604710689,1
9,27,8425,48626,Core 4-7,0.64227992990375,0
24,1,3607,29027,Core 4-7,0.402796784920713,0
1,3,86888,961,Core 4-7,0.7995457666648782,0
12,3,96219,28960,Core 4-7,0.3863683532122671,0
8,28,28117,49000,Core 4-7,0.6106222286977516,0
24,7,74758,3733,Core 4-7,0.39411134231615697,0
11,1,50575,12628,Core 0-3,0.4567849422428124,0
19,25,23131,5702,Core 0-3,0.4215462475381432,0
17,11,62944,36207,Core 0-3,0.6112328873101638,0
8,6,97658,31758,Core 4-7,0.644893315673184,0
3,20,8383,48465,Core 0-3,0.9122977016594311,0
3,3,20208,31738,Core 4-7,0.5029748594497224,0
1,19,46721,14222,Core 4-7,0.6095690297285247,0
27,2,17697,46266,Core 4-7,0.2946435074803344,1
5,18,21634,49740,Core 4-7,0.6375356718952563,0
10,12,34050,18547,Core 4-7,0.5050467129043507,0
7,29,15142,3801,Core 4-7,0.0,0
26,10,20939,33044,Core 4-7,0.3262432104638835,1
9,5,98279,32083,Core 4-7,0.0852636568640247,0
28,9,25083,28013,Core 0-3,0.3523225908470271,0
7,2,94385,16140,Core 4-7,0.5613164633448787,0
9,2,80038,22913,Core 0-3,0.44024983316363275,1
8,28,62514,17305,Core 0-3,0.6232142238252866,0
12,6,20023,20633,Core 4-7,0.030505209512111886,0
2,29,71043,49399,Core 0-3,0.6916620833051346,0
1,10,86471,21855,Core 4-7,0.5491164580971564,0
16,18,91129,23729,Core 0-3,0.2470013484331942,0
23,12,77330,4933,Core 4-7,0.49501277662114107,0
23,4,46038,33533,Core 0-3,0.9382051879582305,0
24,22,47810,36118,Core 4-7,0.793045933989001,0
5,21,11408,1878,Core 0-3,0.835513157048657,0
3,17,57790,7003,Core 4-7,0.45742018421042335,0
12,15,54134,40425,Core 4-7,0.7272932857178904,0
8,6,13199,43274,Core 0-3,0.762045212898955,0
22,16,67412,34117,Core 0-3,0.2912223119899956,0
27,17,14755,5314,Core 0-3,0.7581321047971237,0
3,3,79683,24263,Core 0-3,0.7128321307412608,0
1,10,60782,10500,Core 4-7,0.365431219376947,0
3,5,58749,15788,Core 0-3,0.518693658381279,0
5,14,38676,3774,Core 0-3,0.7716389645774324,0
15,26,8663,14727,Core 4-7,0.48840676101304603,0
14,29,54710,17779,Core 4-7,0.6766812367953146,0
3,21,72479,9868,Core 4-7,0.40571236004697053,0
1,13,79360,45213,Core 0-3,0.28100900134499346,0
5,26,21643,43236,Core 0-3,0.2601841625739182,0
26,6,5420,31506,Core 0-3,0.4437476751326565,0
23,12,83411,27880,Core 0-3,0.587661923118386,0
14,26,38496,28468,Core 4-7,0.14855400342232433,0
7,8,12248,10151,Core 0-3,0.8852489667247658,0
27,5,94571,14403,Core 0-3,0.7135553185074994,0
9,15,81751,19427,Core 4-7,0.6027603884234193,0
15,27,47752,8271,Core 4-7,0.6631568838983809,0
15,16,63679,13960,Core 4-7,0.37046323142783255,0
26,1,6950,5137,Core 0-3,0.2048286696612301,0
10,16,53256,46190,Core 0-3,0.5819687435767049,0
28,5,50735,41334,Core 4-7,0.7088302647896629,0
13,3,91046,4053,Core 0-3,0.401240393945543,0
19,20,520,34617,Core 0-3,0.31116475805086796,0
7,15,80753,36254,Core 4-7,0.39160032558220137,0
17,13,10164,24080,Core 4-7,0.5962293218203233,1
20,24,67135,12022,Core 4-7,0.6203888855613325,0
29,16,23725,35390,Core 0-3,0.8620023459099158,0
4,23,68673,28704,Core 0-3,0.5892686824937525,0
5,11,85833,14392,Core 0-3,0.33338823633703984,0
23,21,40725,9189,Core 4-7,0.44052332003032296,0
7,2,11307,28563,Core 0-3,0.2905576024881791,0
13,22,83774,14562,Core 0-3,0.7213715300568722,0
15,27,6902,1863,Core 4-7,0.27696230211671957,0
11,6,5021,17191,Core 0-3,0.38689581694394537,0
29,26,63665,3251,Core 0-3,0.5962856806592993,1
4,26,8882,8282,Core 4-7,0.8190590814157026,0
13,27,15565,18148,Core 4-7,1.0,0
7,6,85970,13040,Core 4-7,0.23192549180898175,0
27,14,14925,46491,Core 4-7,0.6275199261641986,0
19,25,13611,5839,Core 4-7,0.4953983029947815,0
22,11,41299,27520,Core 0-3,0.4501406773944896,0
28,8,53757,28109,Core 4-7,0.4434244262780033,0
2,8,61677,6348,Core 4-7,0.25306610104377925,0
10,1,81546,17377,Core 4-7,0.8333597929458485,0
13,21,38351,18905,Core 0-3,0.08381229907537313,0
25,7,9316,49129,Core 0-3,0.4704779711247753,0
21,6,78353,46733,Core 4-7,0.7994748395870078,0
6,21,2675,21971,Core 0-3,0.5454169986349975,0
28,8,11841,3802,Core 0-3,0.3659414154435524,0
28,19,64408,14937,Core 0-3,0.37405136614560475,0
12,22,26154,48430,Core 4-7,0.675861959498739,0
12,21,61395,15012,Core 0-3,0.4388465967725777,0
20,24,60196,32936,Core 0-3,0.49359163776621656,0
11,20,58389,24011,Core 4-7,0.624440563723502,0
26,8,87644,5522,Core 4-7,0.6860385632748879,0
23,26,83615,43739,Core 0-3,0.38838045659598575,0
28,14,30694,6655,Core 4-7,0.22687093087716254,0
25,18,35337,31980,Core 4-7,0.2994273570883541,0
7,25,69394,38522,Core 4-7,0.7761985985718725,0
1,29,84858,25832,Core 4-7,0.5136954351851508,0
1,16,42076,4854,Core 0-3,0.25016241949542634,0
25,9,20227,32347,Core 4-7,0.3133277902524442,0
27,15,35079,35784,Core 4-7,0.7329021572252039,0
25,26,97054,49140,Core 0-3,0.5173640168558591,0
20,10,17055,10656,Core 4-7,0.16505127353236382,0
13,29,53794,22953,Core 0-3,0.2795709055386577,0
9,22,50277,33189,Core 4-7,0.7305734228720868,0
3,16,6406,24258,Core 0-3,0.3864337959108734,0
7,4,41251,9338,Core 4-7,0.9189595571431727,0
6,20,70099,46002,Core 4-7,0.8830909210643489,0
8,13,74680,44290,Core 0-3,0.7979112813485907,0
27,22,74178,38476,Core 0-3,0.5996399560548179,0
9,5,32144,49846,Core 0-3,0.7066086492550135,1
5,22,34021,14225,Core 0-3,0.48883835931284597,0
1,7,12064,9837,Core 0-3,0.49402645334650896,0
19,23,71140,11201,Core 4-7,0.25998133301388016,0
10,9,27799,30311,Core 0-3,0.4910811409227074,0
12,8,48458,43543,Core 4-7,0.24628876011165174,0
24,29,56578,39478,Core 0-3,0.5012497365444849,1
15,16,13921,29816,Core 0-3,0.2577882965304199,0
27,6,89247,12044,Core 4-7,0.32629362117261995,0
22,28,11702,22014,Core 4-7,0.0,0
24,16,42685,16827,Core 4-7,0.34346704534525263,0
9,6,4185,47309,Core 4-7,0.356056460877605,0
20,14,90697,17205,Core 0-3,0.43820304209262256,1
17,21,43137,10979,Core 4-7,0.738127780831409,0
17,1,18866,11823,Core 0-3,0.4894517805625849,0
26,25,24776,13437,Core 0-3,0.6856193561752831,0
20,9,81446,23589,Core 0-3,0.6937387734590077,1
12,25,48739,2202,Core 4-7,0.7820147476158026,0
7,27,75714,10904,Core 4-7,0.31880687247127665,0
2,24,25075,34098,Core 4-7,0.26361452076690156,0
3,13,41901,8880,Core 4-7,0.4767020295888181,0
17,26,41730,22490,Core 4-7,0.29153194981334896,0
5,29,79924,33359,Core 4-7,0.4540503243463935,0
17,19,82763,4377,Core 0-3,0.3100939381375084,1
24,17,69117,43371,Core 4-7,0.2561730557537404,0
17,11,23521,19220,Core 0-3,0.5710810339388295,0
27,28,9949,8176,Core 0-3,0.8730231698783594,0
17,28,16157,32318,Core 4-7,0.44995085940242374,0
2,8,35559,34848,Core 4-7,0.5554512248858321,0
2,23,2032,49055,Core 4-7,0.5129967821755381,0
28,29,51305,42868,Core 4-7,0.49310366075934847,0
22,5,82051,48680,Core 0-3,0.7857919064810996,0
23,10,38256,24630,Core 4-7,0.4446761351302958,0
5,7,72380,33741,Core 4-7,0.0,0
1,10,75142,44892,Core 0-3,0.32453455818952914,0
1,4,34706,49921,Core 0-3,0.5213442306368503,1
19,9,52668,27120,Core 4-7,0.4786141929788589,0
2,27,75688,17577,Core 0-3,0.4540849286686012,0
21,26,25050,13163,Core 4-7,0.3979658529453335,0
12,14,6889,18299,Core 4-7,0.5171965071264985,1
26,2,88397,47785,Core 0-3,0.9110263931263909,0
6,25,36347,18119,Core 0-3,0.43474086703481185,0
23,9,79739,4467,Core 4-7,0.9326784473594629,0
4,21,19142,27988,Core 4-7,0.5943376130026239,0
23,27,37009,13711,Core 4-7,0.3659356968486306,0
11,1,79917,21669,Core 0-3,0.6733844798017434,0
24,23,49737,30873,Core 0-3,0.01307512611778372,0
27,10,15914,33169,Core 4-7,0.49694390907398034,0
17,10,63676,7134,Core 4-7,0.6037048647897914,0
6,20,80365,1340,Core 0-3,0.6062159004652815,0
24,25,62559,34729,Core 4-7,0.6274117355024111,0
5,22,49650,21818,Core 0-3,0.6449475636362363,0
20,29,88867,15905,Core 4-7,0.5594510069962964,1
2,3,41591,48271,Core 0-3,0.6445779507134638,0
6,6,73624,36740,Core 4-7,0.3880419397895967,0
22,29,1403,16347,Core 4-7,0.7352717776324031,0
11,26,54735,24047,Core 4-7,0.40798722213564526,0
16,6,59065,7075,Core 0-3,0.7313909084762678,0
16,21,55842,30623,Core 4-7,0.49598209463685594,0
1,2,43223,5343,Core 4-7,0.543630101073864,0
9,26,36072,27951,Core 4-7,0.6764274854639909,0
28,26,18110,8239,Core 4-7,0.8013033482429543,0
27,18,34552,15352,Core 4-7,0.5081122086536881,0
6,23,99493,49592,Core 4-7,0.5432265505396126,0
16,2,87563,9657,Core 0-3,0.0,0
29,12,38050,22906,Core 0-3,0.3261354839914842,0
3,22,54533,47784,Core 4-7,0.19779331416840207,0
20,5,29511,45700,Core 4-7,0.4189281407593019,0
28,20,35264,7932,Core 0-3,0.36642432588187623,0
27,7,98040,19337,Core 0-3,0.34172868493010955,0
4,24,54033,15648,Core 4-7,0.2933028452173875,0
19,16,24564,11694,Core 0-3,0.6050724215310483,0
26,20,50081,33091,Core 4-7,0.14194582914362974,0
3,1,29202,15319,Core 4-7,0.281797108071014,1
19,1,86201,7125,Core 0-3,0.5066306608930432,0
20,17,9131,7904,Core 4-7,0.6939386315996985,0
7,27,87888,15174,Core 4-7,0.3139653372508979,0
20,1,70543,11007,Core 4-7,0.7100740931549281,1
9,21,66563,20887,Core 4-7,0.0,0
1,20,29481,19197,Core 0-3,0.5004265467595894,0
8,13,36264,37891,Core 0-3,0.5612181580430553,0
7,9,51013,20047,Core 0-3,0.3023386955836079,0
18,15,99507,24070,Core 4-7,0.23802323341872716,0
8,3,66698,40283,Core 0-3,0.5253391644057834,0
1,14,25440,28537,Core 0-3,0.49286033453144834,1
11,23,72292,30583,Core 0-3,0.33769365030598414,0
28,11,28932,48529,Core 4-7,0.44224470121140624,0
25,24,8867,41050,Core 4-7,0.3796234579316777,0
25,22,26011,38482,Core 4-7,0.7501500170463233,0
18,12,9073,40206,Core 4-7,0.6359963659901056,0
23,13,16082,3488,Core 4-7,0.5387567832368501,0
10,26,5878,5656,Core 0-3,0.8774397975523477,0
3,13,65796,38780,Core 0-3,0.70696276470397,0
7,1,14000,10288,Core 0-3,0.7487902804245242,0
28,24,66341,14685,Core 4-7,0.8162195280649991,0
16,10,22381,19234,Core 0-3,0.46879912272667146,0
26,3,70733,10471,Core 0-3,0.2564392585898978,0
16,24,52042,43908,Core 4-7,0.14322941749668194,0
25,28,65785,6987,Core 4-7,0.6478346624896815,0
20,4,60047,21497,Core 4-7,0.3066980563515501,0
28,16,62651,46956,Core 4-7,1.0,0
17,8,7722,12952,Core 0-3,0.3315536131362623,1
2,16,8433,15872,Core 4-7,0.2970251355924308,0
1,27,83885,45267,Core 4-7,0.6555463698173816,0
16,17,90272,13934,Core 4-7,0.6596876729719082,0
12,19,99206,12916,Core 0-3,0.8593838287860107,0
5,22,78937,19748,Core 0-3,0.4500719100346876,0
5,15,7440,47213,Core 0-3,0.7320182592068796,0
27,16,85090,28694,Core 0-3,0.46751324747316736,0
23,15,59645,34285,Core 0-3,0.6091814256645507,0
9,25,44110,37958,Core 4-7,0.4572789019122626,0
9,2,58020,8873,Core 4-7,0.882779053716908,0
3,11,5044,30783,Core 4-7,0.9535238386708651,0
19,1,91354,29915,Core 0-3,0.26203983882113446,0
16,15,55312,26914,Core 4-7,0.7554043466757574,0
16,26,72110,14878,Core 0-3,0.31395907229274855,0
3,19,52000,18836,Core 0-3,0.7324071019720524,0
20,4,40118,5200,Core 4-7,0.8280041423901989,0
24,11,99554,14401,Core 4-7,0.3076300682769365,0
22,5,25944,25338,Core 4-7,0.2555564607186056,0
24,3,86482,23097,Core 4-7,0.40096743605274954,0
1,13,94579,33928,Core 0-3,0.7335862388887313,0
24,10,57086,40649,Core 0-3,0.5951391801504446,0
20,11,25289,36187,Core 0-3,0.4503487810348651,0
11,18,2117,29993,Core 4-7,0.6442112824483502,0
17,2,3833,32352,Core 0-3,0.4416078429487639,0
8,7,40502,11432,Core 4-7,0.5263533588835007,0
4,9,64120,23509,Core 0-3,0.609001670483567,0
6,10,88188,34083,Core 4-7,0.5955066159528857,0
8,18,90127,47778,Core 0-3,0.8380964587545392,0
20,23,1011,28494,Core 4-7,0.2595463916494898,0
3,7,38350,30365,Core 4-7,0.6893546312831376,0
16,27,82672,12789,Core 0-3,0.3119367799900218,0
25,7,86553,28793,Core 4-7,0.4190196098910195,0
3,3,32286,5234,Core 0-3,0.468088298635319,0
25,12,74856,20513,Core 4-7,0.4153254670375841,1
29,7,36744,36021,Core 0-3,0.2310079949046014,0
18,17,75214,7005,Core 4-7,0.4098484509179441,0
14,26,67761,44827,Core 0-3,0.5544636397146583,0
18,1,18977,48173,Core 0-3,0.4731663955088279,0
2,5,47033,5185,Core 0-3,0.7945151060381979,0
22,16,34969,49853,Core 0-3,0.47843385405797606,0
3,15,8996,18909,Core 4-7,0.5029765806081862,0
16,2,12770,20017,Core 4-7,0.5364811518360159,0
29,9,76508,45033,Core 0-3,0.47341769233814546,0
9,7,21224,30975,Core 0-3,0.5955485085709933,0
4,4,30916,37489,Core 4-7,0.3963882687646655,0
1,20,36075,15827,Core 0-3,0.26680537399866433,0
4,18,81690,4171,Core 0-3,0.4856631198059358,0
1,21,77114,5441,Core 0-3,0.576941969881418,0
14,4,94066,26872,Core 4-7,0.5326146571608346,0
21,28,73608,12966,Core 0-3,0.3222694412526502,1
16,13,17908,18786,Core 4-7,0.5320878175520358,0
20,1,19859,45459,Core 4-7,0.6357479420704754,0
24,28,9198,5088,Core 4-7,0.5404952067649131,0
8,24,70892,28580,Core 0-3,0.35799858039126375,0
7,3,93563,25044,Core 0-3,0.5153325366672693,0
3,16,39992,11311,Core 0-3,0.8405265425793766,0
17,22,75281,19233,Core 4-7,0.29241065237897773,0
1,4,44134,41196,Core 0-3,0.7191761319179465,0
16,25,43364,48593,Core 0-3,0.05146005850580743,0
12,23,94982,40388,Core 4-7,0.3909645690300215,0
27,25,37855,47542,Core 4-7,0.4139255921720192,0
19,16,38190,30559,Core 4-7,0.7161999239341418,0
22,26,38314,37987,Core 0-3,0.8545206246058119,0
23,19,32145,41349,Core 0-3,0.7225196861111659,0
22,1,85314,15050,Core 0-3,0.6023197708993268,0
14,5,73239,49622,Core 4-7,0.7125561680196085,0
6,19,57130,11364,Core 0-3,0.2294955084517033,0
6,22,48671,25894,Core 4-7,0.6787652877901487,0
13,24,22158,19561,Core 0-3,0.27957896365704327,0
19,11,16297,13124,Core 0-3,0.3521721842168154,0
22,13,59299,25434,Core 0-3,0.5791348762085249,1
8,20,98842,3861,Core 0-3,0.2528377631496861,1
27,5,96994,14207,Core 0-3,0.7451677541777164,0
27,21,52736,2424,Core 4-7,0.5002871717361238,0
2,4,6765,29987,Core 4-7,0.2397205106061308,0
21,4,72634,13147,Core 0-3,0.8019163476421303,0
1,4,83178,32234,Core 0-3,0.4474124293911912,0
28,4,53994,29518,Core 4-7,0.46725861385045553,0
15,20,52768,22127,Core 0-3,0.4559124678891761,0
1,21,27498,21531,Core 4-7,0.0,0
5,18,91926,39949,Core 0-3,0.751621255773026,0
28,18,94914,3201,Core 0-3,0.5056056701829751,0
29,16,61839,47443,Core 4-7,0.530627790872035,0
16,9,14806,43390,Core 4-7,0.6361928298827045,0
19,18,64506,17219,Core 0-3,0.44126677227436967,0
4,22,47845,10218,Core 4-7,0.2757213003516966,0
3,2,12385,556,Core 4-7,0.3138300207350588,0
17,21,44326,47241,Core 0-3,0.6746352774370797,0
17,4,56097,15852,Core 0-3,0.49762114450383665,0
12,12,7943,48320,Core 0-3,0.7011842704622634,0
28,7,97875,3647,Core 0-3,0.7363591859363926,0
29,15,17584,4037,Core 4-7,0.6774442818940593,0
14,7,89947,23312,Core 0-3,0.7512901808155401,0
21,29,4883,1221,Core 0-3,0.3576263344096131,0
6,22,92813,45537,Core 4-7,0.6203892833859055,0
3,26,34861,17269,Core 4-7,0.40652845738045523,0
28,21,80794,40694,Core 0-3,0.2811382934419554,0
9,17,61831,47056,Core 0-3,0.5921701452636468,0
5,16,95557,47275,Core 4-7,0.6508387872832722,0
24,28,21029,44347,Core 0-3,0.43114909827460657,0
29,19,59074,14846,Core 4-7,0.5095239313081751,0
17,9,89127,40383,Core 4-7,0.6406023219739054,0
14,14,97417,11411,Core 4-7,0.377610853634137,0
21,17,31432,759,Core 0-3,0.6621299841811779,0
3,5,2408,21372,Core 0-3,0.318704274493801,0
28,2,30858,9291,Core 4-7,0.5815564575565738,0
1,20,30912,8036,Core 0-3,0.25819589522927777,0
20,16,84210,20932,Core 4-7,0.7691960209861071,1
29,14,81532,33250,Core 0-3,0.6369786353981864,0
21,14,3428,42215,Core 0-3,0.9021266785167641,0
23,27,65658,45037,Core 4-7,0.31312061980120653,0
1,1,31132,20041,Core 0-3,0.6331318128060504,1
3,3,32809,44218,Core 0-3,0.4961220923041104,0
18,26,9780,17360,Core 0-3,0.20675339387069008,0
25,7,40949,5783,Core 4-7,0.5220950487790401,0
10,26,87671,31243,Core 0-3,0.6137499601870139,0
22,15,27457,43059,Core 4-7,0.8940339087414553,0
26,19,37395,35627,Core 0-3,0.39910249640325707,0
3,20,70999,7905,Core 0-3,0.5948831266000444,0
8,2,93557,31681,Core 0-3,0.5613692478573705,0
14,19,98651,32705,Core 4-7,0.4652041177447753,0
24,9,22195,24908,Core 4-7,0.47995225740285596,0
18,19,75393,18145,Core 4-7,0.6492997932764413,0
15,27,63623,47625,Core 0-3,0.479876050350547,1
22,5,25676,6823,Core 0-3,0.4529528513596677,0
23,18,18909,6437,Core 0-3,0.3986757662894749,0
2,16,57467,44298,Core 4-7,0.1996992743166175,0
27,4,1487,30931,Core 0-3,0.6867477850220598,0
10,12,54962,18382,Core 0-3,0.3965771347187536,0
2,29,68001,25824,Core 4-7,0.7466044460683854,0
26,7,97354,13503,Core 0-3,0.7521984161539823,0
17,14,26515,43846,Core 4-7,0.979640763893798,0
8,23,95227,25606,Core 0-3,0.5889080662631923,0
1,12,66904,13479,Core 0-3,0.6120593732929074,0
9,3,50781,35477,Core 0-3,0.6224285444839968,0
11,5,37646,45328,Core 0-3,0.5520338657524574,1
22,17,48731,7728,Core 0-3,0.7360053877915458,0
16,26,29532,9800,Core 4-7,0.4834842476936984,0
7,10,28805,9181,Core 0-3,0.6104360901132784,0
29,10,54806,41464,Core 0-3,0.47828751874481534,0
10,11,88676,8767,Core 4-7,0.23776520946887647,0
23,17,18818,5872,Core 4-7,0.6488748738334178,0
26,5,13746,39418,Core 4-7,0.0,0
3,13,34344,11420,Core 0-3,0.6098689251624598,0
18,10,33102,49269,Core 4-7,0.7174634552146973,0
25,9,22084,17356,Core 4-7,0.617598331810478,0
24,17,15669,28285,Core 4-7,0.34215485521807854,1
13,1,26468,48415,Core 4-7,0.8092685027880095,0
28,4,6885,17721,Core 0-3,0.862920944516445,0
26,4,74258,25678,Core 4-7,0.6331149473936749,0
7,18,25944,34454,Core 4-7,0.8709604531313254,0
25,9,62997,6961,Core 0-3,0.9239848895014557,0
4,25,5862,18365,Core 0-3,0.37168045652195814,0
13,29,99754,44732,Core 4-7,0.317807829020362,0
20,29,8750,14552,Core 0-3,0.6486375163124128,0
1,18,68854,30870,Core 4-7,0.0,0
8,14,36868,7832,Core 0-3,0.45569440806179856,0
14,25,44609,49883,Core 0-3,0.368187159652139,0
16,15,81089,827,Core 4-7,0.4621759502493583,0
14,6,58145,23265,Core 0-3,0.2545521918591022,0
12,24,57497,5739,Core 0-3,0.46947418483417974,0
19,10,27926,10578,Core 4-7,0.6211845611568163,0
23,29,39523,7538,Core 4-7,0.8451487733655645,0
15,15,59767,8548,Core 0-3,0.5937251110940827,0
28,29,25392,29171,Core 0-3,0.14509476180549297,0
