date,cpu_platform,BW,UL/DL,TM,traffic_load,pm_power,rapl_power,clockspeed,failed_experiment
2024-01-01 02:25:00,AMD EPYC,10,DL,7,7494,46.07195463093011,33.22871120980066,2608,0
2024-01-01 02:30:00,AMD EPYC,20,DLUL,8,11541,39.883239333886124,32.96815915959315,2914,1
2024-01-01 02:35:00,AMD EPYC,10,DL,7,19961,45.55043476068926,40.11154264773614,3353,0
2024-01-01 02:40:00,Intel Xeon,100,DLUL,5,7531,72.87353250165398,59.76420948204156,2731,0
2024-01-01 02:45:00,AMD EPYC,20,DLUL,1,10055,39.874311659729756,28.574833598911425,2388,0
2024-01-01 02:50:00,Intel Xeon,50,UL,4,6222,43.53181936642536,31.171580497868163,2149,0
2024-01-01 02:55:00,Intel Xeon,100,DLUL,1,9047,59.13559041483691,37.1949655837866,3899,0
2024-01-01 03:00:00,Intel Xeon,100,UL,1,15994,52.94341523457085,33.65232346738178,3618,0
2024-01-01 03:05:00,Intel Xeon,100,DL,2,7704,64.98787081386115,56.82242292401852,3795,0
2024-01-01 03:10:00,AMD EPYC,100,DL,2,19599,58.1867688659863,51.298747239425474,2939,0
2024-01-01 03:15:00,AMD EPYC,50,UL,1,12404,43.09822659158503,33.30746929143919,2851,1
2024-01-01 03:20:00,Intel Xeon,10,UL,2,1975,55.147058869203455,36.724366048834945,2103,0
2024-01-01 03:25:00,AMD EPYC,10,UL,5,1817,51.164186415615745,40.37983539029829,2200,0
2024-01-01 03:30:00,Intel Xeon,50,DL,1,3544,32.399409543938404,25.19321121226371,3939,0
2024-01-01 03:35:00,Intel Xeon,50,DLUL,6,16417,71.6205795198134,61.57824701115101,2955,0
2024-01-01 03:40:00,AMD EPYC,20,DL,2,591,39.3987193639845,29.001296016876047,2529,0
2024-01-01 03:45:00,Intel Xeon,10,DL,9,19454,48.924100991542794,32.0476916614867,2946,0
2024-01-01 03:50:00,AMD EPYC,100,DLUL,6,7435,45.28051432738053,32.53795038393419,3977,0
2024-01-01 03:55:00,Intel Xeon,100,DLUL,1,18148,51.16789423528715,35.66038567801261,3053,0
2024-01-01 04:00:00,Intel Xeon,10,DL,3,8404,51.93058457435502,33.434853511358725,3178,0
2024-01-01 04:05:00,Intel Xeon,50,DLUL,2,2045,55.78595093179183,34.394292875176866,2182,0
2024-01-01 04:10:00,Intel Xeon,10,DLUL,7,9447,45.242989535166586,30.85928433634309,3836,0
2024-01-01 04:15:00,Intel Xeon,100,UL,4,10684,60.82188656770836,43.12970611829735,3882,0
2024-01-01 04:20:00,AMD EPYC,50,DLUL,3,13669,43.21064438063161,37.97650373893548,3778,0
2024-01-01 04:25:00,AMD EPYC,50,UL,2,10390,44.68238702729775,30.75658391046387,3613,0
2024-01-01 04:30:00,AMD EPYC,50,UL,5,18103,32.79935217234067,27.525708003043647,3176,0
2024-01-01 04:35:00,Intel Xeon,20,DL,4,9771,52.2993521846515,42.93801815150838,3942,0
2024-01-01 04:40:00,Intel Xeon,50,UL,6,2924,65.19944780540092,47.7519950114448,3780,1
2024-01-01 04:45:00,Intel Xeon,10,DLUL,9,15952,47.51911195574894,36.06741452675492,2226,0
2024-01-01 04:50:00,AMD EPYC,50,DL,9,17141,67.6496999446005,50.221863038035764,2620,0
2024-01-01 04:55:00,Intel Xeon,20,DL,4,10998,39.097959049479066,29.86036233921282,2698,0
2024-01-01 05:00:00,Intel Xeon,100,DLUL,6,9001,36.42309464860698,27.399705091275205,2965,0
2024-01-01 05:05:00,Intel Xeon,20,DLUL,3,12805,63.885469733618805,46.987944009358344,2872,0
2024-01-01 05:10:00,AMD EPYC,10,UL,1,11206,48.308742961573735,40.672684677475765,2809,0
2024-01-01 05:15:00,AMD EPYC,20,UL,8,5885,40.257890294441616,31.904064993409477,2511,0
2024-01-01 05:20:00,Intel Xeon,20,DL,7,9566,52.62841432995974,37.643394923338505,3086,0
2024-01-01 05:25:00,AMD EPYC,20,DL,5,13703,53.326172053441546,41.053545547361715,3906,0
2024-01-01 05:30:00,Intel Xeon,10,DLUL,7,11512,59.45242093724556,40.493129350622844,2905,0
2024-01-01 05:35:00,AMD EPYC,10,UL,6,13791,46.691035483374,28.04772176645208,2320,0
2024-01-01 05:40:00,AMD EPYC,10,DL,8,18280,36.439156805651585,31.22817508778771,3427,0
2024-01-01 05:45:00,Intel Xeon,100,DL,9,17424,47.26475444340771,39.02864567628103,2898,0
2024-01-01 05:50:00,AMD EPYC,20,DL,7,6881,49.803152250883414,30.324934489702475,2472,0
2024-01-01 05:55:00,AMD EPYC,50,UL,2,3815,61.264182816871156,38.56758513049278,3318,0
2024-01-01 06:00:00,AMD EPYC,100,DL,7,4553,34.91499167288507,29.317987769526606,3710,0
2024-01-01 06:05:00,AMD EPYC,10,DLUL,5,9407,46.234628973069356,37.82377549289458,3171,0
2024-01-01 06:10:00,AMD EPYC,100,DLUL,2,18688,52.933442449662635,36.17992445413432,2432,0
2024-01-01 06:15:00,AMD EPYC,20,DLUL,6,3404,65.45517364995638,42.002578150871614,2237,0
2024-01-01 06:20:00,Intel Xeon,50,UL,2,9482,43.31059044351256,27.91746384918988,2543,0
2024-01-01 06:25:00,AMD EPYC,50,UL,7,1233,41.86595046460922,35.23374940681142,2248,0
2024-01-01 06:30:00,AMD EPYC,10,DLUL,7,19544,56.6501803921303,49.81069612486797,2206,0
2024-01-01 06:35:00,Intel Xeon,100,DL,1,15689,27.228244600494747,21.221397020009203,3638,0
2024-01-01 06:40:00,AMD EPYC,50,DL,7,15136,44.333743112912416,30.543464470334342,3984,0
2024-01-01 06:45:00,Intel Xeon,50,UL,2,14692,55.90669473671202,49.95322276861155,3776,0
2024-01-01 06:50:00,AMD EPYC,100,UL,6,3788,53.527365859389775,37.164605717049696,3574,0
2024-01-01 06:55:00,AMD EPYC,20,DL,8,8893,52.02190801852814,42.07375615393808,3564,0
2024-01-01 07:00:00,Intel Xeon,100,DL,6,1316,33.59848953370943,29.44282300521103,3439,0
2024-01-01 07:05:00,AMD EPYC,100,DL,8,7018,37.24768910883262,30.513445187368028,2320,0
2024-01-01 07:10:00,Intel Xeon,20,DLUL,9,13219,63.42670824600214,55.498211037755425,2508,0
2024-01-01 07:15:00,Intel Xeon,20,UL,2,8365,49.05617817055316,33.06036184745562,3735,0
2024-01-01 07:20:00,AMD EPYC,20,DL,1,14613,47.81535198837919,33.61556162075296,3697,0
2024-01-01 07:25:00,AMD EPYC,100,DL,2,18528,42.104236719641165,33.814973153085646,3448,0
2024-01-01 07:30:00,Intel Xeon,50,DL,3,956,50.18514172469703,37.47495172424283,2706,0
2024-01-01 07:35:00,AMD EPYC,50,DLUL,9,12695,45.11634622075407,29.550112998412626,3254,0
2024-01-01 07:40:00,Intel Xeon,50,UL,3,9126,58.56923818645903,48.36470217633498,2560,0
2024-01-01 07:45:00,AMD EPYC,50,DLUL,9,8631,39.46208522065449,27.732015119044544,2152,0
2024-01-01 07:50:00,Intel Xeon,100,UL,3,15654,58.348370211360255,50.74621580902946,2201,0
2024-01-01 07:55:00,Intel Xeon,50,DL,7,6354,66.4436250299184,54.508968941759875,3167,0
2024-01-01 08:00:00,AMD EPYC,10,UL,5,2762,56.17844686748975,39.35570378924559,2315,0
2024-01-01 08:05:00,AMD EPYC,100,UL,3,8274,37.659806735853216,28.093704402709506,3548,0
2024-01-01 08:10:00,Intel Xeon,100,UL,8,19419,58.21148641142102,51.335623357151285,3353,0
2024-01-01 08:15:00,AMD EPYC,50,UL,4,4762,45.10373366143109,34.980730193521325,2301,0
2024-01-01 08:20:00,AMD EPYC,50,DL,4,17612,44.76683236161535,37.002561102778195,2891,0
2024-01-01 08:25:00,AMD EPYC,100,DL,7,8389,51.35186475362764,45.56193791362735,3139,0
2024-01-01 08:30:00,AMD EPYC,50,UL,5,13662,47.527590088863754,39.58556351072576,2224,0
2024-01-01 08:35:00,Intel Xeon,20,DL,1,16842,45.359508728509454,27.780387913410056,3471,0
2024-01-01 08:40:00,AMD EPYC,10,DL,3,2147,56.85969563839271,38.488935692283626,3958,0
2024-01-01 08:45:00,AMD EPYC,100,DLUL,7,12096,51.15527914335639,34.975936876435,2837,0
2024-01-01 08:50:00,AMD EPYC,50,UL,7,568,30.88169403160695,23.418718753659554,2708,0
2024-01-01 08:55:00,Intel Xeon,100,DLUL,7,4203,60.230742367409036,42.668545780040894,2960,0
2024-01-01 09:00:00,Intel Xeon,20,DL,4,10666,61.99036511969628,48.636752750039925,3510,1
2024-01-01 09:05:00,Intel Xeon,100,UL,7,18928,56.01448033752493,49.0919014652639,2949,0
2024-01-01 09:10:00,AMD EPYC,50,DL,4,11428,56.60497241637658,46.51917673201073,2765,0
2024-01-01 09:15:00,Intel Xeon,50,UL,1,18960,47.77659412387855,28.738966090326887,2347,0
2024-01-01 09:20:00,AMD EPYC,50,UL,3,16717,38.0364098424115,33.633202469536236,3084,0
2024-01-01 09:25:00,AMD EPYC,10,DLUL,6,19844,51.77628376151446,33.92860055875222,2003,0
2024-01-01 09:30:00,Intel Xeon,10,DL,7,16982,65.48162880369581,46.22577076396736,2225,0
2024-01-01 09:35:00,AMD EPYC,100,UL,9,12694,52.72793872465056,32.6943439310259,3977,0
2024-01-01 09:40:00,AMD EPYC,20,DL,6,10546,66.61516313012721,43.45423232562408,3409,0
2024-01-01 09:45:00,AMD EPYC,100,UL,5,11286,67.09983085978187,59.236350614654064,3883,0
2024-01-01 09:50:00,Intel Xeon,20,DL,7,11757,49.63995989484889,38.626675751264344,3410,0
2024-01-01 09:55:00,Intel Xeon,50,DL,3,19626,45.36257928668057,30.3987405158865,3113,0
2024-01-01 10:00:00,AMD EPYC,20,UL,5,9404,45.709103548955525,29.99346955734713,3715,0
2024-01-01 10:05:00,AMD EPYC,50,DL,3,8232,48.735721525806554,41.76175558447417,2967,1
2024-01-01 10:10:00,Intel Xeon,100,DL,3,11067,40.2603844456452,25.670348459863526,2086,0
2024-01-01 10:15:00,Intel Xeon,20,DL,2,14044,55.56848410898891,39.144987378362046,2311,1
2024-01-01 10:20:00,AMD EPYC,10,UL,3,4328,59.567494950061985,42.78361776690891,3106,0
2024-01-01 10:25:00,AMD EPYC,50,DL,6,5527,31.494405624068115,19.600593400869315,2743,0
2024-01-01 10:30:00,Intel Xeon,20,DL,3,12225,67.84148421504938,49.10030645437058,2381,0
2024-01-01 10:35:00,Intel Xeon,10,UL,9,6871,44.71973430914724,37.35869499150042,2825,0
2024-01-01 10:40:00,Intel Xeon,100,UL,4,15497,47.04693996595239,39.25202221184297,3858,0
2024-01-01 10:45:00,AMD EPYC,100,UL,8,6114,53.07813486826591,34.890291065117424,2602,0
2024-01-01 10:50:00,AMD EPYC,50,UL,9,1684,41.615428683459584,34.43601594259128,3320,0
2024-01-01 10:55:00,AMD EPYC,10,UL,4,4263,44.09135873042736,30.089729601947003,3868,0
2024-01-01 11:00:00,AMD EPYC,50,DLUL,2,17546,41.6914154988341,34.064926791136784,2950,0
2024-01-01 11:05:00,AMD EPYC,100,DL,4,5514,49.984097968473776,40.56374817705209,3575,0
2024-01-01 11:10:00,AMD EPYC,20,DL,2,4212,44.185937418948335,37.644223229510104,2291,0
2024-01-01 11:15:00,AMD EPYC,20,DLUL,7,14790,53.770268344439366,48.19827995951197,3587,0
2024-01-01 11:20:00,AMD EPYC,20,UL,7,14361,36.842102503866485,23.170415677287924,3633,0
2024-01-01 11:25:00,AMD EPYC,100,DLUL,3,18315,54.442312098027784,36.838118504241685,3406,0
2024-01-01 11:30:00,Intel Xeon,10,UL,4,18392,38.72953981416648,30.4446297975855,3856,0
2024-01-01 11:35:00,Intel Xeon,10,DL,7,4660,60.109243779281535,45.88642282677862,2627,0
2024-01-01 11:40:00,AMD EPYC,20,DLUL,7,9204,58.127518800385005,49.41644647370088,3528,0
2024-01-01 11:45:00,Intel Xeon,10,UL,7,14118,28.6067680698671,18.034896892904662,3911,0
2024-01-01 11:50:00,AMD EPYC,50,UL,3,15585,58.4249298581118,43.61080464408761,3934,0
2024-01-01 11:55:00,Intel Xeon,20,DL,3,17451,23.8964842219452,16.84197345362945,2937,0
2024-01-01 12:00:00,AMD EPYC,50,UL,5,12552,38.28205422028715,23.808979639076586,2137,0
2024-01-01 12:05:00,Intel Xeon,50,DL,1,12931,60.33102253051593,49.695737989275095,2943,0
2024-01-01 12:10:00,AMD EPYC,100,DLUL,3,12864,44.58821304757522,33.03812880440715,3785,0
2024-01-01 12:15:00,Intel Xeon,20,DLUL,9,11906,65.60684972756741,40.70525724657827,3221,0
2024-01-01 12:20:00,AMD EPYC,20,UL,8,4008,57.078576043098984,34.383699226681905,2842,0
2024-01-01 12:25:00,AMD EPYC,50,DLUL,4,10983,45.70825586888893,27.74934891172602,3172,0
2024-01-01 12:30:00,AMD EPYC,10,DL,4,5731,44.26593183849887,31.789062851432423,2432,0
2024-01-01 12:35:00,AMD EPYC,100,DL,3,18907,65.03284257567078,56.69980944142448,2416,0
2024-01-01 12:40:00,Intel Xeon,100,DL,7,5898,45.21047069383616,30.557706531608307,3725,0
2024-01-01 12:45:00,AMD EPYC,100,UL,8,15458,31.398175954303188,20.09317820035936,3612,0
2024-01-01 12:50:00,Intel Xeon,100,UL,8,15080,40.717255096502804,31.524654133388843,3446,0
2024-01-01 12:55:00,Intel Xeon,50,DL,5,17478,51.23314712908768,38.013040570996004,3673,0
2024-01-01 13:00:00,AMD EPYC,10,DLUL,1,3756,42.14538785903502,34.24349913837651,2717,0
2024-01-01 13:05:00,AMD EPYC,50,UL,9,15367,73.90481549105627,52.57424764871698,2939,0
2024-01-01 13:10:00,Intel Xeon,10,DLUL,6,1386,43.5306303740632,29.2281975254277,3872,0
2024-01-01 13:15:00,AMD EPYC,10,UL,9,12907,43.75904463832521,36.09227051351786,3790,0
2024-01-01 13:20:00,AMD EPYC,100,UL,3,19576,40.14796802526769,30.034670001518155,3805,0
2024-01-01 13:25:00,Intel Xeon,50,DL,5,12122,58.813140651171004,49.93276599835348,2960,0
2024-01-01 13:30:00,Intel Xeon,10,DLUL,9,618,47.210249499657984,28.833191984239836,3877,0
2024-01-01 13:35:00,Intel Xeon,50,DLUL,7,6913,58.139355250630274,36.716921732056896,3496,0
2024-01-01 13:40:00,Intel Xeon,50,UL,3,10596,61.547960422987984,44.04047403381227,2651,0
2024-01-01 13:45:00,Intel Xeon,100,UL,8,2202,53.633752614884166,37.46767705283134,2418,0
2024-01-01 13:50:00,Intel Xeon,100,UL,7,6436,53.08503293885936,32.61268701669816,2460,0
2024-01-01 13:55:00,AMD EPYC,50,DL,5,765,37.99405234151159,25.886052400946582,3400,0
2024-01-01 14:00:00,AMD EPYC,100,UL,5,19091,34.85557741418703,25.939186480012783,3357,0
2024-01-01 14:05:00,AMD EPYC,50,UL,9,6323,35.03736900599202,28.463814433159616,3562,0
2024-01-01 14:10:00,Intel Xeon,20,DLUL,7,2873,50.724453095924645,34.14982457330103,3972,0
2024-01-01 14:15:00,Intel Xeon,50,DL,9,14767,73.04410437806851,61.50371701312086,2420,0
2024-01-01 14:20:00,AMD EPYC,10,DLUL,7,9102,44.332373954365195,37.92675771665251,3486,0
2024-01-01 14:25:00,AMD EPYC,50,UL,5,10604,60.24909296405799,40.821201519690746,3679,0
2024-01-01 14:30:00,AMD EPYC,100,DL,8,17863,55.25287122250397,39.83802682615089,2223,0
2024-01-01 14:35:00,Intel Xeon,100,UL,6,10652,50.338452359794275,44.78407756847305,3372,0
2024-01-01 14:40:00,AMD EPYC,10,DL,3,15398,47.56810214583465,37.21384926809996,3661,0
2024-01-01 14:45:00,AMD EPYC,100,DL,5,19254,45.69823490363653,33.23919179007618,3667,0
2024-01-01 14:50:00,Intel Xeon,10,UL,2,3028,45.51326819772709,36.400419408213374,2074,0
2024-01-01 14:55:00,Intel Xeon,100,UL,9,17068,56.05372646971909,40.27242348911327,2669,0
2024-01-01 15:00:00,Intel Xeon,10,DLUL,2,3422,58.60510339010593,52.59712148557999,2562,0
2024-01-01 15:05:00,AMD EPYC,20,DL,6,11359,45.759924555930574,27.881926406815126,2977,0
2024-01-01 15:10:00,Intel Xeon,20,DLUL,5,1511,45.6227766412332,29.256740645781054,2281,0
2024-01-01 15:15:00,Intel Xeon,100,UL,5,2584,44.17833196777197,36.7534056403198,2233,0
2024-01-01 15:20:00,Intel Xeon,100,DL,2,13914,60.001553348854536,50.64465511128301,3757,0
2024-01-01 15:25:00,Intel Xeon,50,UL,2,8795,58.79257894910084,44.70770362522721,2917,0
2024-01-01 15:30:00,Intel Xeon,10,UL,5,2993,64.76418913845059,44.5834197824588,2272,0
2024-01-01 15:35:00,Intel Xeon,20,DL,1,16656,41.882300779451114,34.04229196742273,2092,0
2024-01-01 15:40:00,AMD EPYC,50,UL,3,11572,43.823059966508225,28.665030032859168,2571,0
2024-01-01 15:45:00,AMD EPYC,100,UL,3,14588,66.54413015675506,44.6906163450907,3495,0
2024-01-01 15:50:00,AMD EPYC,20,DLUL,2,19303,63.239363161827654,52.9390354759925,3422,0
2024-01-01 15:55:00,AMD EPYC,10,UL,8,17988,40.09172941974863,32.418367469780904,3052,0
2024-01-01 16:00:00,AMD EPYC,50,DL,7,3401,41.05247867079814,31.314697881935782,2728,0
2024-01-01 16:05:00,Intel Xeon,50,DL,4,19582,52.53280463559773,34.227419988658795,3141,0
2024-01-01 16:10:00,AMD EPYC,20,UL,6,8496,62.418073790332485,53.224877595323285,3161,0
2024-01-01 16:15:00,Intel Xeon,10,DL,4,17015,40.95803802209398,25.456402351051352,3173,0
2024-01-01 16:20:00,Intel Xeon,100,UL,6,8113,50.86864490549281,40.56071311631657,3811,0
2024-01-01 16:25:00,AMD EPYC,10,UL,6,15643,60.89189524314749,50.216628406887146,2973,0
2024-01-01 16:30:00,Intel Xeon,10,UL,7,837,47.97112782675342,32.95955615564017,2780,0
2024-01-01 16:35:00,Intel Xeon,100,UL,9,3596,49.23648899144768,40.94790443631299,2717,0
2024-01-01 16:40:00,AMD EPYC,20,UL,1,12230,64.21377330631715,39.038508671562475,3440,1
2024-01-01 16:45:00,Intel Xeon,50,DLUL,8,528,45.822856312590744,40.33425830235508,3564,0
2024-01-01 16:50:00,Intel Xeon,20,DL,9,13379,62.68027546685326,44.761244309128735,2318,0
2024-01-01 16:55:00,AMD EPYC,100,UL,5,7708,48.50374863599047,41.30555047856322,2926,0
2024-01-01 17:00:00,Intel Xeon,20,DL,6,2977,39.145710222952694,27.231184058698577,2120,0
2024-01-01 17:05:00,Intel Xeon,20,UL,3,7508,55.56696983508384,45.12427138864885,3152,0
2024-01-01 17:10:00,AMD EPYC,20,DLUL,3,14852,43.83627793668125,33.771674353012074,2093,0
2024-01-01 17:15:00,Intel Xeon,20,DLUL,8,17449,38.29062688783866,28.127953748520355,3369,0
2024-01-01 17:20:00,Intel Xeon,50,DL,4,18915,69.64752653110179,62.50821655766318,3526,0
2024-01-01 17:25:00,AMD EPYC,100,UL,2,12256,54.19313432193579,45.48402430625461,2857,0
2024-01-01 17:30:00,Intel Xeon,100,UL,8,13410,46.810335112316544,29.90398850664923,3764,0
2024-01-01 17:35:00,Intel Xeon,50,DL,2,14771,46.99254514838763,41.95535240841153,3608,0
2024-01-01 17:40:00,Intel Xeon,100,DL,3,18767,65.30732565557001,48.377270648417294,2523,0
2024-01-01 17:45:00,AMD EPYC,50,UL,8,10709,66.05074394028004,52.25117172030714,2664,0
2024-01-01 17:50:00,AMD EPYC,10,UL,4,1467,44.55161368802568,28.311436993297608,2700,0
2024-01-01 17:55:00,AMD EPYC,100,UL,8,11562,52.64552797409971,47.182254429164814,2306,0
2024-01-01 18:00:00,AMD EPYC,20,DLUL,7,6106,46.32754898611056,34.41706983971749,2003,0
2024-01-01 18:05:00,AMD EPYC,10,DL,2,2076,57.6789734416716,42.574882924112146,2111,0
2024-01-01 18:10:00,AMD EPYC,20,UL,9,2176,46.4616470694159,32.05132243812414,2581,0
2024-01-01 18:15:00,AMD EPYC,50,UL,7,12654,30.678726107129563,21.966628722998955,2413,0
2024-01-01 18:20:00,AMD EPYC,10,UL,5,18075,39.68635067862009,32.91877660154986,3401,0
2024-01-01 18:25:00,AMD EPYC,20,DL,1,17861,60.41814642280181,37.94060398764456,2407,0
2024-01-01 18:30:00,Intel Xeon,100,DL,7,18376,42.80068880204254,29.254883060130098,3624,0
2024-01-01 18:35:00,AMD EPYC,10,DL,2,17776,57.85372856834141,40.66320228289805,2413,0
2024-01-01 18:40:00,Intel Xeon,100,DL,3,4239,53.71450023944774,36.275202939116994,2242,0
2024-01-01 18:45:00,Intel Xeon,100,UL,6,12786,42.87514346753057,28.47378858702527,3096,0
2024-01-01 18:50:00,AMD EPYC,50,UL,2,18536,48.45108404574712,43.58919024009967,3450,0
2024-01-01 18:55:00,AMD EPYC,10,DL,9,2249,43.74635995346539,36.959258417772304,2971,0
2024-01-01 19:00:00,Intel Xeon,50,DL,4,12899,46.19694357083012,30.74058098605428,3852,0
2024-01-01 19:05:00,AMD EPYC,50,DLUL,8,9707,32.149411315143446,27.930488617750097,2767,0
2024-01-01 19:10:00,Intel Xeon,100,DLUL,9,12314,48.85064163529182,35.08689650027938,2492,0
2024-01-01 19:15:00,Intel Xeon,50,DL,3,8083,44.21383921475782,27.584952223027507,2025,0
2024-01-01 19:20:00,AMD EPYC,50,DL,2,8239,50.765430973703715,39.52299245891344,3017,0
2024-01-01 19:25:00,AMD EPYC,100,UL,1,5366,55.26997144484132,41.964092686130996,3082,0
2024-01-01 19:30:00,AMD EPYC,100,DLUL,8,9280,56.20636961471722,41.4446251326376,2007,0
2024-01-01 19:35:00,Intel Xeon,20,DLUL,9,9869,44.32601652689746,29.014151683544213,2146,1
2024-01-01 19:40:00,Intel Xeon,50,UL,5,12294,43.55750513748134,36.07578596857009,3696,0
2024-01-01 19:45:00,AMD EPYC,20,UL,8,5462,48.48391530690314,36.635947141284554,3219,0
2024-01-01 19:50:00,AMD EPYC,50,DL,1,2465,60.93892514173879,51.57592154209551,2523,0
2024-01-01 19:55:00,AMD EPYC,50,UL,7,12425,44.858871747623986,29.499347695039077,2711,0
2024-01-01 20:00:00,AMD EPYC,100,DL,4,11244,43.15790546804921,38.52868367217567,3336,0
2024-01-01 20:05:00,Intel Xeon,20,DL,4,12664,38.99323718907251,31.275217562882577,2173,0
2024-01-01 20:10:00,Intel Xeon,10,DL,7,2901,55.075981841819875,41.1293869603013,3732,0
2024-01-01 20:15:00,AMD EPYC,10,DLUL,1,3221,47.08696275889467,38.927777782801265,3823,0
2024-01-01 20:20:00,AMD EPYC,20,DL,2,12268,39.94521194980888,31.12416160242904,2376,0
2024-01-01 20:25:00,Intel Xeon,20,UL,4,9282,42.031405331974845,30.559432488826126,3724,0
2024-01-01 20:30:00,AMD EPYC,100,DL,2,3709,56.69078727871671,47.23432776433779,2196,0
2024-01-01 20:35:00,AMD EPYC,20,UL,8,3675,51.43995542576438,36.056919045451025,2129,0
2024-01-01 20:40:00,Intel Xeon,20,UL,9,8919,43.30757529511465,26.316923858678997,2388,0
2024-01-01 20:45:00,Intel Xeon,100,DL,1,12970,55.74339894725888,46.68904145732226,2181,0
2024-01-01 20:50:00,Intel Xeon,100,DLUL,7,6050,60.34976218898201,41.630973379444264,2854,0
2024-01-01 20:55:00,Intel Xeon,10,DL,7,8318,56.561650066322564,44.27964830371549,2708,0
2024-01-01 21:00:00,AMD EPYC,20,UL,9,7120,52.06750255653173,45.192284994325355,3851,0
2024-01-01 21:05:00,AMD EPYC,10,UL,3,5671,66.77291554925085,45.26273454188941,2912,0
2024-01-01 21:10:00,AMD EPYC,20,UL,1,14573,63.243274369953184,54.90543697484736,2741,0
2024-01-01 21:15:00,Intel Xeon,10,UL,9,6989,50.62563956292147,33.10890941449472,2368,0
2024-01-01 21:20:00,AMD EPYC,20,UL,3,4242,60.09268699186798,40.55168951992999,3289,0
2024-01-01 21:25:00,AMD EPYC,50,DLUL,7,12684,56.512321961791066,43.39827809400482,2005,0
2024-01-01 21:30:00,Intel Xeon,20,DL,4,8341,44.662991359681534,33.94615913933367,3786,0
2024-01-01 21:35:00,AMD EPYC,50,DL,3,11790,66.00478643739314,57.06861373958101,3236,0
2024-01-01 21:40:00,AMD EPYC,100,UL,8,4157,66.87243655973052,44.88527267568009,2911,0
2024-01-01 21:45:00,AMD EPYC,10,DL,4,18073,61.978338990173,55.03330450207945,2734,0
2024-01-01 21:50:00,AMD EPYC,100,DLUL,6,10857,56.30320476803605,43.61467162215632,2039,0
2024-01-01 21:55:00,Intel Xeon,100,UL,5,12341,59.45659406704617,46.89385036985722,3576,0
2024-01-01 22:00:00,AMD EPYC,10,DL,1,18805,46.652345875241316,28.181882299712978,3632,0
