date,cpu_platform,BW,UL/DL,TM,traffic_load,pm_power,rapl_power,clockspeed,failed_experiment
2024-01-01 05:25:00,Intel Xeon,20,UL,1,16261,46.386484860141834,37.12291238702881,3393,0
2024-01-01 05:30:00,AMD EPYC,50,DLUL,6,970,67.26643084498285,45.91183876428816,3243,0
2024-01-01 05:35:00,AMD EPYC,50,UL,9,17822,49.40594087209141,36.77162337341617,3181,0
2024-01-01 05:40:00,AMD EPYC,50,DLUL,5,3642,57.80111608483037,51.7687491255736,3641,0
2024-01-01 05:45:00,Intel Xeon,10,UL,9,5774,62.628640032101465,45.750766058415465,3813,0
2024-01-01 05:50:00,AMD EPYC,50,DLUL,4,7497,49.930351772555944,39.97283139164826,3393,0
2024-01-01 05:55:00,AMD EPYC,10,UL,8,3915,43.5684041684398,35.491499333344805,3227,0
2024-01-01 06:00:00,Intel Xeon,20,DL,6,17431,54.03337518154611,38.45533012243887,2503,0
2024-01-01 06:05:00,Intel Xeon,20,DL,5,4278,60.71004077319861,51.152788150105685,2699,0
2024-01-01 06:10:00,Intel Xeon,50,UL,8,19578,38.170991394221375,31.804838574047107,3756,0
2024-01-01 06:15:00,Intel Xeon,20,DLUL,3,15034,53.558961020669635,35.335875560939385,2365,0
2024-01-01 06:20:00,Intel Xeon,10,DLUL,6,17430,46.04619100871532,30.275973632392343,2094,0
2024-01-01 06:25:00,Intel Xeon,20,DLUL,7,17510,52.488956901868264,41.08290330499761,2455,0
2024-01-01 06:30:00,AMD EPYC,100,DLUL,5,9818,44.59503184123232,28.9994550849608,2346,0
2024-01-01 06:35:00,AMD EPYC,10,DL,3,15156,45.822825401351295,32.5973308411775,3986,0
2024-01-01 06:40:00,AMD EPYC,20,DL,3,14101,69.85877847755762,55.69402465438638,2368,0
2024-01-01 06:45:00,Intel Xeon,100,DL,2,4859,59.821019352536666,48.39318575934703,3024,0
2024-01-01 06:50:00,Intel Xeon,100,DLUL,4,972,44.64760032885077,38.38004910547237,2705,0
2024-01-01 06:55:00,Intel Xeon,20,DL,1,14152,43.078593110910475,37.93151546927093,3949,0
2024-01-01 07:00:00,Intel Xeon,100,DLUL,2,10129,47.6025890665666,36.89438668578671,3825,0
2024-01-01 07:05:00,AMD EPYC,50,DLUL,3,17230,42.047209023677496,33.5818303181905,2485,0
2024-01-01 07:10:00,AMD EPYC,50,UL,9,1409,47.97165807582377,31.57218585040849,2365,0
2024-01-01 07:15:00,AMD EPYC,10,UL,8,14833,49.54757473720413,43.76861956113463,2417,0
2024-01-01 07:20:00,AMD EPYC,10,DLUL,5,1459,51.11866691199901,41.47126952076774,3236,0
2024-01-01 07:25:00,Intel Xeon,100,DL,1,19972,42.822077432569905,34.937681913578174,2690,0
2024-01-01 07:30:00,AMD EPYC,100,DL,2,17216,47.674654776008694,35.535530918563914,3688,0
2024-01-01 07:35:00,Intel Xeon,50,UL,5,19203,46.96341576787794,29.40144037275018,2218,0
2024-01-01 07:40:00,AMD EPYC,20,DLUL,9,6333,55.221704100612754,39.899225482367754,3657,0
2024-01-01 07:45:00,AMD EPYC,100,UL,6,8051,44.42946061039364,28.58563065426883,2457,0
2024-01-01 07:50:00,AMD EPYC,100,DL,3,6675,37.24803312676073,24.249761057386596,2741,0
2024-01-01 07:55:00,Intel Xeon,20,UL,4,5510,53.76952552231602,39.44759973662701,2331,0
2024-01-01 08:00:00,AMD EPYC,50,DL,4,1106,54.67607691168875,49.16203292725724,3616,0
2024-01-01 08:05:00,AMD EPYC,100,UL,9,12053,40.91238291596734,27.340812581050972,2924,0
2024-01-01 08:10:00,AMD EPYC,20,UL,6,11091,57.85613383225818,51.51151902342869,3116,0
2024-01-01 08:15:00,Intel Xeon,50,UL,3,9641,43.49032550406851,36.28671755047106,3272,0
2024-01-01 08:20:00,AMD EPYC,50,DL,9,18197,59.20257857028504,40.614692043930525,2026,0
2024-01-01 08:25:00,Intel Xeon,50,UL,1,12180,42.93126460611701,38.028168628878106,2023,0
2024-01-01 08:30:00,AMD EPYC,50,DLUL,5,4222,36.92821750272292,32.50321611421559,3564,0
2024-01-01 08:35:00,Intel Xeon,50,DL,8,16321,71.17415285221644,46.582395376752636,2532,0
2024-01-01 08:40:00,Intel Xeon,100,DL,2,3911,45.33722306727272,37.823469339309035,3210,0
2024-01-01 08:45:00,Intel Xeon,100,DL,7,17944,43.906685029518314,27.99671544822344,3788,0
2024-01-01 08:50:00,AMD EPYC,50,UL,1,10131,38.96150111580863,32.38651317857828,3955,0
2024-01-01 08:55:00,AMD EPYC,50,DL,4,18569,31.31861674699789,26.091097142920127,2292,0
2024-01-01 09:00:00,Intel Xeon,50,DLUL,9,18390,51.533186981717314,46.16620999187395,3179,0
2024-01-01 09:05:00,Intel Xeon,50,UL,1,12018,52.30412000949698,34.29345086574263,2040,0
2024-01-01 09:10:00,AMD EPYC,10,DL,2,16884,38.40945094197622,28.130513440808652,3248,0
2024-01-01 09:15:00,Intel Xeon,100,DL,7,4786,39.80496393506748,26.077469460044043,3605,0
2024-01-01 09:20:00,AMD EPYC,10,UL,8,2147,47.58238238130635,42.805379629008534,3397,0
2024-01-01 09:25:00,Intel Xeon,20,DL,9,7732,53.953270703119074,47.216571488014175,3865,0
2024-01-01 09:30:00,AMD EPYC,20,DL,7,19415,52.50702898839226,32.86949504602189,2225,0
2024-01-01 09:35:00,AMD EPYC,10,DL,4,10420,45.11724724016516,27.086244373634035,2216,0
2024-01-01 09:40:00,Intel Xeon,100,DL,3,11051,52.31797722178996,43.509382147522736,2462,0
2024-01-01 09:45:00,AMD EPYC,100,DL,1,16514,78.48083549418304,47.45655800866544,2632,1
2024-01-01 09:50:00,Intel Xeon,100,UL,6,17620,53.39970219842089,34.48896560922417,2506,0
2024-01-01 09:55:00,AMD EPYC,50,DLUL,1,6414,49.34470888525779,42.235933030044606,3751,0
2024-01-01 10:00:00,Intel Xeon,20,UL,2,6934,48.68343834354906,30.38452300012909,2982,0
2024-01-01 10:05:00,Intel Xeon,10,UL,2,2040,37.02467243378366,29.402818936032375,3923,0
2024-01-01 10:10:00,Intel Xeon,10,DLUL,6,5301,47.22128335757787,41.99061395079359,3641,0
2024-01-01 10:15:00,AMD EPYC,10,DL,9,7815,48.247945447697575,29.95347195713471,3723,0
2024-01-01 10:20:00,Intel Xeon,20,UL,9,13830,55.743992388808095,47.66591997820544,2336,0
2024-01-01 10:25:00,Intel Xeon,100,UL,6,12799,51.009612412654306,37.544596690411765,3450,0
2024-01-01 10:30:00,AMD EPYC,50,DL,4,7727,58.359148581533304,39.77275933148015,2441,0
2024-01-01 10:35:00,AMD EPYC,10,UL,4,9286,53.63206600678233,45.26130642118671,3283,0
2024-01-01 10:40:00,Intel Xeon,50,UL,8,19338,23.404125554825576,19.40714891973232,3359,1
2024-01-01 10:45:00,AMD EPYC,100,UL,8,15918,36.57823951399062,24.488570131174498,3991,0
2024-01-01 10:50:00,Intel Xeon,10,DL,7,13843,41.863928574690064,36.15391482902868,3596,0
2024-01-01 10:55:00,AMD EPYC,100,DLUL,2,5981,44.51410127863548,31.064792223611757,2027,0
2024-01-01 11:00:00,AMD EPYC,50,UL,6,12089,36.654591215329354,24.570149168660034,3615,0
2024-01-01 11:05:00,Intel Xeon,100,DL,5,9252,66.84767592595897,51.37272398323437,2080,0
2024-01-01 11:10:00,Intel Xeon,50,DLUL,1,5603,50.21573671836657,31.287452855224743,3978,0
2024-01-01 11:15:00,Intel Xeon,100,DL,1,11342,49.11113612559528,41.65338083716732,2110,0
2024-01-01 11:20:00,AMD EPYC,20,UL,1,19078,59.523753978265354,44.84301731638427,3400,0
2024-01-01 11:25:00,Intel Xeon,10,UL,1,4558,46.28948972216332,38.674680115815626,2771,0
2024-01-01 11:30:00,AMD EPYC,20,UL,5,18274,42.20712546562229,29.439058027151205,3538,0
2024-01-01 11:35:00,Intel Xeon,10,UL,3,16333,48.81497605438647,42.29069139841454,3870,0
2024-01-01 11:40:00,Intel Xeon,100,UL,2,19748,58.00688966704899,48.678594733334656,2006,0
2024-01-01 11:45:00,AMD EPYC,20,DL,7,15651,58.75720022935397,43.243307733447324,2389,0
2024-01-01 11:50:00,AMD EPYC,100,DL,8,12530,65.64171605557561,51.86665236834477,3228,0
2024-01-01 11:55:00,Intel Xeon,100,UL,9,6063,62.06762479123129,45.704984619864256,3153,0
2024-01-01 12:00:00,AMD EPYC,10,DLUL,8,17234,43.93888687134523,34.43186072577293,3679,0
2024-01-01 12:05:00,AMD EPYC,10,DL,8,14776,39.146199791347506,30.532038945614932,3078,0
2024-01-01 12:10:00,Intel Xeon,10,DL,1,14098,60.43944336290001,50.9494367982042,3063,0
2024-01-01 12:15:00,AMD EPYC,20,UL,6,18901,38.00666744235565,29.971936571839123,2428,0
2024-01-01 12:20:00,Intel Xeon,20,UL,6,15635,60.25058344860291,41.86857296705266,3498,0
2024-01-01 12:25:00,AMD EPYC,20,DLUL,2,4942,49.856212042886476,41.29290934046292,3373,0
2024-01-01 12:30:00,AMD EPYC,50,UL,8,16510,48.10775924553247,40.087946263209865,2064,0
2024-01-01 12:35:00,AMD EPYC,50,DL,8,1114,61.46690046490914,47.151427007707966,2401,0
2024-01-01 12:40:00,AMD EPYC,100,UL,7,12100,50.11832319674433,30.206628962915616,3042,0
2024-01-01 12:45:00,Intel Xeon,100,DL,9,15493,64.1235935573041,43.624893773762096,2599,0
2024-01-01 12:50:00,Intel Xeon,50,DL,8,14594,42.22890225526186,25.71250951122133,3071,0
2024-01-01 12:55:00,AMD EPYC,10,DLUL,1,9295,49.08106332064669,32.10005868996481,2666,0
2024-01-01 13:00:00,AMD EPYC,20,UL,8,13237,63.12021335987263,42.94590344184383,2332,0
2024-01-01 13:05:00,Intel Xeon,100,UL,2,10152,66.46942585670025,43.365819643443075,2892,0
2024-01-01 13:10:00,AMD EPYC,10,DL,7,1979,34.2999123325139,23.44743049627426,2719,0
2024-01-01 13:15:00,AMD EPYC,100,DLUL,5,8942,33.86158344795388,29.28145611788521,3838,0
2024-01-01 13:20:00,Intel Xeon,50,DL,9,16068,38.70185932539843,30.801031564492785,3726,0
2024-01-01 13:25:00,Intel Xeon,10,DLUL,1,6588,31.71558401826243,27.121986410207207,2848,0
2024-01-01 13:30:00,Intel Xeon,20,DLUL,1,1203,47.97960496698527,37.86474566218438,3297,0
2024-01-01 13:35:00,Intel Xeon,100,DL,8,3364,32.63603846174635,27.999670146960593,2895,0
2024-01-01 13:40:00,Intel Xeon,10,UL,4,3430,73.23266087672536,54.97951825664969,2592,0
2024-01-01 13:45:00,AMD EPYC,50,DL,3,13975,65.26495731540656,46.80185312788269,3859,0
2024-01-01 13:50:00,Intel Xeon,100,UL,9,5575,47.97218861907403,36.37498564669133,3610,0
2024-01-01 13:55:00,Intel Xeon,100,DL,7,11560,59.48998471540026,40.91615076737652,2339,0
2024-01-01 14:00:00,Intel Xeon,50,UL,2,8443,51.663067612438304,40.74020302852132,3730,0
2024-01-01 14:05:00,Intel Xeon,100,UL,5,3155,48.52636562249953,35.89707416832844,2820,0
2024-01-01 14:10:00,Intel Xeon,50,UL,1,12436,54.22491853809684,46.598853364735156,2951,0
2024-01-01 14:15:00,AMD EPYC,50,UL,5,6231,33.69620195385738,20.808340416557794,2321,0
2024-01-01 14:20:00,AMD EPYC,10,UL,7,2876,39.28794143486178,31.772795505467744,3047,0
2024-01-01 14:25:00,AMD EPYC,10,UL,9,13607,60.65136436509147,40.12942322910585,2089,0
2024-01-01 14:30:00,Intel Xeon,20,UL,9,18829,45.78299228621191,37.97696973833735,3367,0
2024-01-01 14:35:00,AMD EPYC,10,UL,1,14395,51.651354296132666,44.938608298997785,2087,0
2024-01-01 14:40:00,Intel Xeon,10,UL,8,4693,48.15361670409031,35.43373479655033,2883,0
2024-01-01 14:45:00,AMD EPYC,20,UL,5,19343,44.01223637721979,31.035642846092415,3237,0
2024-01-01 14:50:00,AMD EPYC,50,DLUL,5,17344,49.34228594260608,37.5449482922024,2511,0
2024-01-01 14:55:00,Intel Xeon,10,UL,5,17928,55.770755667044696,47.35394006592577,2348,0
2024-01-01 15:00:00,Intel Xeon,100,UL,7,1857,46.828353077948314,34.216064353266724,3481,0
2024-01-01 15:05:00,AMD EPYC,50,UL,4,3049,45.129354560184936,36.19084398203,3110,1
2024-01-01 15:10:00,AMD EPYC,20,DL,7,15703,47.838118041993056,42.7717340750979,3757,0
2024-01-01 15:15:00,Intel Xeon,10,UL,8,11617,59.501431708561284,41.373338534213474,2786,0
2024-01-01 15:20:00,AMD EPYC,20,DLUL,1,3953,47.87541553850222,29.399331718815535,3616,0
2024-01-01 15:25:00,AMD EPYC,10,UL,2,9725,41.731190234831516,32.470206299774375,2246,0
2024-01-01 15:30:00,AMD EPYC,20,DL,9,14935,40.57131960605029,25.235715269806633,2481,0
2024-01-01 15:35:00,AMD EPYC,100,UL,6,8979,45.53708340037642,38.99591664004594,3725,0
2024-01-01 15:40:00,AMD EPYC,100,UL,7,12730,56.177309662281345,39.55027365066514,2753,0
2024-01-01 15:45:00,Intel Xeon,100,UL,5,824,55.185433448561966,46.02973840277392,2655,0
2024-01-01 15:50:00,Intel Xeon,10,DLUL,3,5060,60.045831665725395,47.44783765794039,3170,0
2024-01-01 15:55:00,AMD EPYC,10,UL,5,7562,38.982944121149714,30.110206415456897,3479,0
2024-01-01 16:00:00,Intel Xeon,100,DLUL,8,1055,46.99770249503213,41.450725086079196,3283,0
2024-01-01 16:05:00,AMD EPYC,10,DLUL,9,17679,50.255646100681815,32.41205175891672,3602,0
2024-01-01 16:10:00,AMD EPYC,100,DL,4,9859,69.78909256756044,56.2630693373427,3692,0
2024-01-01 16:15:00,Intel Xeon,20,UL,8,12095,52.29515751572659,41.71497716438662,3699,0
2024-01-01 16:20:00,AMD EPYC,20,DL,9,15528,42.99058637864296,35.54357761571064,2485,0
2024-01-01 16:25:00,Intel Xeon,50,UL,8,13201,49.558062638402504,32.78868189250038,2022,0
2024-01-01 16:30:00,Intel Xeon,20,DL,7,12238,28.647948699881816,19.521903260277988,3595,0
2024-01-01 16:35:00,AMD EPYC,20,UL,6,16744,60.725560013905785,36.75538624831103,2488,0
2024-01-01 16:40:00,AMD EPYC,10,UL,5,7847,60.36459225426191,48.81103133882011,2809,0
2024-01-01 16:45:00,AMD EPYC,10,DLUL,8,14122,54.83033909758717,48.396190292889244,3499,0
2024-01-01 16:50:00,AMD EPYC,100,UL,3,2617,50.3173864338219,36.9085312691882,2308,0
2024-01-01 16:55:00,AMD EPYC,50,DL,1,9291,46.597063909311295,34.37106216346453,2603,0
2024-01-01 17:00:00,AMD EPYC,10,UL,9,10186,67.41847405176944,40.7428526624636,3118,0
2024-01-01 17:05:00,AMD EPYC,20,UL,9,19177,54.67277360574495,43.98190926324572,3620,0
2024-01-01 17:10:00,AMD EPYC,100,DL,1,12960,45.70554162853565,32.01432881049369,2256,0
2024-01-01 17:15:00,AMD EPYC,20,UL,5,1350,57.025718909357984,37.535609074026425,3816,0
2024-01-01 17:20:00,AMD EPYC,20,DLUL,6,12412,75.11305914010028,57.36590972473315,2907,0
2024-01-01 17:25:00,Intel Xeon,20,DLUL,3,8750,59.807570289068735,48.08866840617052,3066,0
2024-01-01 17:30:00,Intel Xeon,50,DLUL,8,16357,50.506480681024485,43.110163107862114,3531,0
2024-01-01 17:35:00,AMD EPYC,50,DL,3,3144,55.381229235993665,38.76368138404861,2952,0
2024-01-01 17:40:00,Intel Xeon,10,DL,4,1386,45.443612753383455,30.833296421310664,3168,0
2024-01-01 17:45:00,Intel Xeon,10,DL,2,12061,65.50573080768461,53.01593015317156,2289,0
2024-01-01 17:50:00,AMD EPYC,20,UL,4,7237,19.678726130687025,16.761056249320365,2159,0
2024-01-01 17:55:00,AMD EPYC,10,DLUL,4,982,29.43057008235813,18.249099756775674,2663,0
2024-01-01 18:00:00,Intel Xeon,100,DLUL,2,13605,60.48256446459054,47.67423962705249,3755,0
2024-01-01 18:05:00,Intel Xeon,20,UL,1,1277,59.16932975252495,52.66618395242391,2523,0
2024-01-01 18:10:00,Intel Xeon,100,UL,9,14712,54.97974901385634,45.93281852882289,2699,0
2024-01-01 18:15:00,Intel Xeon,100,DLUL,2,16154,52.18380679064028,32.300507922541854,2448,0
2024-01-01 18:20:00,AMD EPYC,20,UL,9,15201,64.41958540033248,39.16166209615979,2350,0
2024-01-01 18:25:00,Intel Xeon,10,DL,5,1711,63.72999113024614,47.31638178138868,2413,0
2024-01-01 18:30:00,Intel Xeon,100,UL,7,12084,51.436460450965455,39.47215332368296,2520,0
2024-01-01 18:35:00,Intel Xeon,100,DL,9,13143,35.60308781105356,21.658321804529113,2589,0
2024-01-01 18:40:00,AMD EPYC,50,UL,5,6146,27.408936239254956,23.047862659246228,3587,0
2024-01-01 18:45:00,Intel Xeon,50,DL,5,15764,55.396564480823265,44.20674761979245,3542,0
2024-01-01 18:50:00,AMD EPYC,20,DLUL,5,4755,59.55667695730958,42.365950435596,3093,0
2024-01-01 18:55:00,AMD EPYC,20,DL,8,3309,58.8955895030603,51.95972382716854,2607,0
2024-01-01 19:00:00,Intel Xeon,100,DL,5,6387,55.9397145597898,48.05696809597807,2232,0
2024-01-01 19:05:00,AMD EPYC,10,DL,5,18316,50.990462465676266,34.939038021619886,3283,0
2024-01-01 19:10:00,Intel Xeon,10,DLUL,7,1201,66.42620880358317,52.88557268574864,2710,0
2024-01-01 19:15:00,AMD EPYC,20,DL,5,15933,51.399836180634615,42.30821719871902,2281,0
2024-01-01 19:20:00,Intel Xeon,100,DL,3,9636,63.936034516849176,56.565131509863434,2948,0
2024-01-01 19:25:00,Intel Xeon,10,UL,9,1661,50.21186853219641,42.30365410664461,2108,0
2024-01-01 19:30:00,Intel Xeon,20,UL,3,19416,54.117237753146945,43.40353121909339,3651,0
2024-01-01 19:35:00,AMD EPYC,10,DL,9,7654,43.73382558091612,38.292256720047064,2288,0
2024-01-01 19:40:00,AMD EPYC,20,UL,4,18962,55.69956904373105,42.216854971314135,3167,0
2024-01-01 19:45:00,AMD EPYC,20,UL,2,6960,53.37934493012178,38.489743281593604,3095,0
2024-01-01 19:50:00,AMD EPYC,20,DL,6,14402,41.532329015591856,27.7538007057838,3384,0
2024-01-01 19:55:00,Intel Xeon,50,UL,1,13052,59.17757339518572,39.09717365534237,2241,0
2024-01-01 20:00:00,AMD EPYC,50,DL,7,17579,62.9916834381433,51.35444415981877,3280,0
2024-01-01 20:05:00,Intel Xeon,10,DLUL,1,10600,42.630991708017916,32.96739700293605,2817,0
2024-01-01 20:10:00,AMD EPYC,50,DL,2,6055,44.83245379315288,38.26481407219235,3537,0
2024-01-01 20:15:00,Intel Xeon,20,UL,5,512,50.35942661494568,41.02634742689886,2287,0
2024-01-01 20:20:00,Intel Xeon,50,DL,3,5031,43.32994794533007,30.88488172204156,3424,0
2024-01-01 20:25:00,Intel Xeon,20,UL,2,1423,43.645919977428306,35.682338066997474,2567,0
2024-01-01 20:30:00,Intel Xeon,10,DLUL,2,12073,60.2870336926329,47.994011639844466,3299,0
2024-01-01 20:35:00,AMD EPYC,20,DL,6,14032,51.01886367733604,43.45631954212577,2585,0
2024-01-01 20:40:00,AMD EPYC,50,UL,7,17688,38.463759337296935,31.322639501424835,3229,0
2024-01-01 20:45:00,AMD EPYC,10,UL,2,5233,51.355661178966876,31.331526936240557,2747,0
2024-01-01 20:50:00,AMD EPYC,10,UL,2,10241,63.89068741322217,49.6398557961369,2914,0
2024-01-01 20:55:00,Intel Xeon,50,UL,8,15512,61.807186869056196,52.85662352871692,3528,0
2024-01-01 21:00:00,Intel Xeon,100,DL,3,15546,60.16056226904502,47.82720443738581,3736,0
2024-01-01 21:05:00,Intel Xeon,100,DL,3,7050,52.57033524934398,41.66298173146794,3016,0
2024-01-01 21:10:00,AMD EPYC,20,DL,6,6767,47.943048812347826,36.386456096508724,3428,0
2024-01-01 21:15:00,Intel Xeon,50,UL,2,7129,45.381505240364326,30.104644137352732,3960,0
2024-01-01 21:20:00,Intel Xeon,20,DL,4,6288,55.031208138539384,42.96797057678894,2856,0
2024-01-01 21:25:00,AMD EPYC,20,DL,7,12365,50.85179236151315,43.83310515758821,2082,0
2024-01-01 21:30:00,Intel Xeon,100,UL,1,17946,70.21858163141178,56.901510417768904,3099,0
2024-01-01 21:35:00,AMD EPYC,10,DLUL,2,19433,53.47978097524521,37.924645280334786,2332,0
2024-01-01 21:40:00,AMD EPYC,20,UL,3,13452,48.900821846234344,41.58466005937711,3408,0
2024-01-01 21:45:00,Intel Xeon,10,UL,5,19560,46.34639896790493,38.34474658043549,3615,0
2024-01-01 21:50:00,Intel Xeon,10,DL,9,12257,62.51521693638614,41.43488617480829,2242,1
2024-01-01 21:55:00,AMD EPYC,20,UL,3,4481,61.796748044592746,54.61422649349493,2013,0
2024-01-01 22:00:00,Intel Xeon,20,UL,1,10479,24.955133053301623,21.427854787495324,2652,0
