mcs_dl_i,mcs_ul_i,dl_kbps_i,ul_kbps_i,cpu_set,cpu_i,explode
5,7,18996,42572,Core 4-7,0.5145388530761541,0
16,11,36123,37983,Core 4-7,0.741915823794262,0
28,13,78675,24238,Core 4-7,0.19778322317726188,0
8,28,67263,1013,Core 4-7,0.44340295791245854,0
24,6,80447,37496,Core 0-3,0.7905665903297778,0
28,23,70855,41097,Core 4-7,0.8170773989994646,0
14,8,62910,30699,Core 0-3,0.3331265840088833,0
8,27,29284,36244,Core 0-3,0.36286203294142694,0
29,22,46097,24543,Core 0-3,0.16006612130518788,0
25,10,18916,31544,Core 0-3,0.07539936442668882,0
18,14,53482,26767,Core 4-7,0.4222234270726661,0
20,26,20447,6273,Core 4-7,0.37094431166293523,0
12,12,98770,8283,Core 0-3,0.9123038969692114,0
11,26,26511,5726,Core 0-3,0.5695418464115167,0
16,23,20191,29733,Core 4-7,0.45827223225239805,0
26,11,84132,22717,Core 4-7,0.6311999081297907,0
22,7,74832,17052,Core 4-7,0.7056913831109517,0
15,23,15433,24706,Core 4-7,0.7427350659382589,0
13,13,35424,44477,Core 4-7,0.5519160786924588,0
22,2,78628,28471,Core 4-7,0.49527410502300556,0
28,3,8848,23838,Core 0-3,0.5316378474463984,0
28,26,51316,39338,Core 4-7,0.48830562302286484,0
21,25,97736,25892,Core 4-7,0.39415446708496515,0
18,1,46866,7152,Core 4-7,0.7086381005996809,0
24,29,27406,36164,Core 0-3,0.46142857988458924,0
1,24,40726,15954,Core 4-7,0.2971314308731674,0
29,23,60955,35724,Core 4-7,0.5041146626249183,0
1,6,98733,20351,Core 0-3,0.6433327909532078,0
28,1,67771,15786,Core 4-7,0.2088121972508969,0
1,25,54402,44322,Core 4-7,0.44622556250568696,0
9,2,81304,36296,Core 4-7,0.3395778078493797,0
21,10,31929,32196,Core 4-7,0.9365384502677516,0
14,12,92969,35382,Core 4-7,0.5183520066272651,0
28,5,85904,21690,Core 0-3,0.8104389519097754,0
18,9,14765,2388,Core 0-3,0.5488239640855265,0
27,12,78156,24269,Core 0-3,0.5666898358264184,0
1,8,41418,11975,Core 0-3,0.48771682642665254,0
20,10,67150,1438,Core 4-7,0.45539751538146345,0
11,14,41053,11160,Core 4-7,0.48522564625247616,0
2,20,41039,5779,Core 0-3,0.36852289712852093,0
19,15,53491,4054,Core 4-7,0.4977880907333535,0
2,8,39957,35495,Core 0-3,0.17526165687400042,0
24,9,13357,16424,Core 4-7,0.5346891036062966,0
19,28,46266,1777,Core 4-7,0.2590335957352811,0
2,27,56038,26095,Core 0-3,0.5188862055958727,0
6,5,12023,24235,Core 0-3,0.5641916367615727,0
23,1,88446,17723,Core 4-7,0.7834138355972804,0
15,11,8869,39797,Core 0-3,0.5633540844851275,0
25,22,72712,19174,Core 0-3,0.4467294094803146,0
11,4,8239,2455,Core 4-7,0.3742266589085035,0
26,6,30600,37501,Core 0-3,0.6432643827897417,0
16,17,55698,36687,Core 0-3,0.48017571077360677,0
20,4,30372,7236,Core 4-7,0.3495190418049478,0
21,5,37746,49393,Core 4-7,0.5306771473603719,0
27,22,61430,25201,Core 0-3,0.128611379659819,0
22,14,93731,7874,Core 0-3,0.5159995230779404,0
3,21,24281,12165,Core 4-7,0.3439138722584105,0
3,18,66053,37199,Core 0-3,0.43473045131299864,0
19,3,55958,4338,Core 4-7,0.8988387698489234,0
21,21,38419,49909,Core 0-3,0.4029422157950275,0
11,11,98925,38515,Core 0-3,0.6579672296980653,0
6,15,68522,48268,Core 0-3,0.7098427862711747,0
25,7,11354,39028,Core 0-3,0.6707521906520082,0
9,4,66770,26821,Core 4-7,0.5742327893777012,0
28,27,95057,7320,Core 4-7,0.278474637599984,0
5,6,26521,15196,Core 4-7,0.3698904247268635,0
24,25,63521,29720,Core 4-7,0.26684680859419635,0
7,10,6769,13498,Core 4-7,0.42960881690445135,0
20,7,44912,17253,Core 4-7,0.4319360376226645,0
1,3,26750,20704,Core 0-3,0.3172482270928611,0
3,15,7349,16573,Core 0-3,0.6094706619143925,0
11,27,73562,1833,Core 0-3,0.4013147254582117,0
26,21,64964,46625,Core 4-7,0.42744780158328965,0
21,25,89291,919,Core 0-3,0.18622875902401148,0
10,16,86552,32874,Core 0-3,0.513855512345551,0
13,21,17321,25372,Core 4-7,0.48115552624913455,0
29,3,24548,29162,Core 0-3,0.3801047206428623,0
3,24,64202,40277,Core 0-3,0.5762242337969843,0
11,23,98978,27958,Core 0-3,0.523773373257993,0
20,12,10198,39281,Core 4-7,0.6175148770079067,0
9,5,62053,1290,Core 0-3,0.6265314212140217,0
25,5,85794,40606,Core 0-3,0.6430115003512191,0
11,1,80874,25392,Core 4-7,0.8337391237268132,0
9,24,78477,19664,Core 4-7,0.5257196292883071,0
13,6,41879,16564,Core 4-7,0.31078658310457685,0
9,15,57834,38902,Core 0-3,0.4140098994528237,0
14,21,19933,47633,Core 0-3,0.4193506795777845,0
16,13,4525,41603,Core 0-3,0.31603719698330135,0
28,7,53534,6369,Core 4-7,0.0,0
17,18,73268,1329,Core 4-7,0.5462447667764866,0
25,19,52016,31791,Core 0-3,0.5067333299588732,0
15,25,10316,3174,Core 4-7,0.8827812436928353,0
28,21,21065,3964,Core 4-7,0.8700821866771173,0
28,6,57058,40333,Core 0-3,0.6359649126306088,0
11,8,95836,15197,Core 0-3,0.6125361559991287,0
12,3,76692,3894,Core 0-3,0.3340730058559058,0
11,17,55656,9986,Core 4-7,0.537726560933915,0
29,14,97955,30975,Core 0-3,0.4766931252273471,0
18,29,50202,25606,Core 4-7,0.529154933769418,0
24,20,12735,9217,Core 0-3,0.34621354153833295,0
25,14,49278,26242,Core 0-3,0.5838230343897891,0
12,2,2595,12030,Core 4-7,0.22613157880134943,0
8,25,29819,18994,Core 4-7,1.0,0
25,4,67878,23838,Core 4-7,0.789413429780135,1
21,9,7035,29366,Core 4-7,0.7654450979991567,0
10,23,65624,3230,Core 4-7,0.24492493320053083,0
28,16,79588,26740,Core 0-3,0.17585813294062436,0
23,23,74711,45550,Core 0-3,0.5549542193731595,0
27,1,3443,38519,Core 0-3,0.4391099012391868,1
3,2,11080,42312,Core 0-3,0.8695451908416689,0
20,23,42551,6471,Core 4-7,0.6255538957219683,1
4,12,46650,29381,Core 0-3,0.4917515787722364,0
13,16,50773,49876,Core 0-3,0.7959766535058698,0
26,21,84437,20520,Core 4-7,0.5364253333874435,0
20,23,90208,918,Core 0-3,0.5457992768501688,0
27,15,81169,908,Core 4-7,0.7084243671790056,0
8,19,83021,47781,Core 0-3,0.3645004539546276,0
2,24,50704,24576,Core 4-7,0.7037388370149813,1
28,20,89393,6934,Core 4-7,0.6132055886135074,0
2,24,33790,45004,Core 4-7,0.3158537772129565,0
21,6,39484,11690,Core 4-7,0.8916108190892135,1
6,25,68301,27269,Core 0-3,0.40850611116452373,0
20,22,86771,42513,Core 0-3,0.1731036598413797,0
28,20,14907,12385,Core 4-7,0.34448255899058466,0
7,19,41672,34321,Core 4-7,0.29285408787317957,0
26,15,51485,38573,Core 4-7,0.5391387006537357,0
4,4,68906,25677,Core 4-7,0.8245035543958152,0
8,16,34553,26452,Core 4-7,0.5497398310505635,0
18,11,31647,42555,Core 0-3,0.8171725402593815,0
10,7,57827,22015,Core 4-7,0.7133221909807472,0
20,24,91371,28539,Core 4-7,0.0,0
11,2,47464,14913,Core 4-7,0.6798938143505822,0
7,25,68515,18181,Core 4-7,0.38380328565357485,0
5,7,46666,1627,Core 4-7,0.6025408509479064,0
26,23,60823,20532,Core 0-3,0.4884247774112147,0
11,29,709,24776,Core 0-3,1.0,0
18,12,42352,25803,Core 0-3,0.5872136893557224,0
16,26,50894,24941,Core 4-7,0.6167606236331924,0
19,14,20896,40735,Core 0-3,0.7156508085454696,0
20,15,30838,48535,Core 4-7,0.20217732100715385,0
5,20,84398,18835,Core 0-3,0.7166915272551889,0
7,7,47853,18905,Core 0-3,0.45687908478369177,0
3,18,22783,15200,Core 4-7,0.361709916406602,0
25,11,85575,2055,Core 0-3,0.6640061923508398,0
10,10,54790,27925,Core 4-7,0.20233535521248092,0
19,14,55160,24554,Core 4-7,0.6877877821573547,0
5,3,97318,26453,Core 0-3,0.4685029499205476,0
29,18,39302,36524,Core 4-7,0.47997186902685757,0
5,12,57328,34667,Core 0-3,0.051159191684036986,0
23,21,40703,30941,Core 4-7,0.6800840903166564,0
22,1,75948,19205,Core 4-7,0.549525297451408,0
11,13,41880,7301,Core 4-7,0.4065644535033264,0
19,2,65301,13454,Core 0-3,0.3145123680907629,0
12,15,48365,27023,Core 0-3,0.6563162271574251,0
17,11,37443,15956,Core 0-3,0.5696365554286758,0
22,6,73522,34434,Core 0-3,0.5010366855440418,0
27,6,96616,32672,Core 4-7,0.30234933777236106,0
22,28,78761,36898,Core 0-3,0.5605573178374101,0
20,24,24930,47110,Core 0-3,0.548648020044398,0
15,25,74461,31062,Core 4-7,0.7631780199264614,0
18,25,58153,34003,Core 4-7,0.2605103144288988,0
9,23,76281,9760,Core 0-3,0.35683357448444686,0
22,12,1301,13914,Core 4-7,0.8887226338197985,0
29,16,47490,21997,Core 0-3,0.5383085961893579,0
17,16,99328,15087,Core 0-3,0.5505458716146059,0
24,10,52412,16428,Core 0-3,0.6931917550976904,0
26,17,23832,14655,Core 0-3,0.8624753804091683,0
23,20,76228,12394,Core 0-3,0.2676292898543128,0
27,23,91033,9872,Core 0-3,0.9363668230508619,0
11,2,44225,36821,Core 0-3,0.49127066784207896,0
6,28,74456,1673,Core 4-7,0.5527698992056428,0
12,25,93586,29055,Core 4-7,0.5120129609956919,0
11,13,8629,11395,Core 4-7,0.7995628027366339,0
27,17,28513,27938,Core 0-3,0.6916916220486592,0
17,9,17606,34799,Core 4-7,0.47100822381921076,0
10,15,25903,29244,Core 0-3,0.27461632717246653,0
13,7,5512,45326,Core 4-7,0.4514206555866711,0
5,13,37535,10735,Core 0-3,0.23251857590999092,0
4,10,72975,15458,Core 0-3,0.6782228987212015,0
7,22,39340,5718,Core 0-3,0.3643114709640469,0
15,28,8308,21374,Core 4-7,0.47950985507748045,0
2,23,75222,28802,Core 0-3,0.7346329075712552,0
17,18,61309,46414,Core 4-7,0.6614131047928234,0
23,10,8187,36884,Core 4-7,0.5766389488143047,0
24,28,2496,29370,Core 0-3,0.3408723693312643,0
21,18,91570,3274,Core 0-3,0.5970396374475471,0
8,14,98246,45911,Core 4-7,0.3409368451214264,0
16,19,94006,19977,Core 4-7,0.5988707996159334,0
20,22,21229,26932,Core 0-3,0.23858978092240152,0
24,1,84366,25645,Core 0-3,0.7414339999911517,0
27,27,36101,14695,Core 4-7,0.5399099870958946,0
3,4,9750,12222,Core 0-3,0.4974457004229155,0
23,24,4976,26086,Core 0-3,0.578237139102622,0
22,24,98769,20607,Core 4-7,0.4769068423894363,0
17,14,74866,4015,Core 4-7,0.5136013393291222,0
5,5,2543,39880,Core 0-3,0.7582597106495639,1
14,23,89672,26560,Core 0-3,0.7114263480999258,0
14,5,13510,48856,Core 0-3,0.6425972301294443,0
14,20,69662,26644,Core 4-7,0.5503973030007089,0
11,22,66275,29797,Core 0-3,0.4367083499759141,0
28,14,39451,38581,Core 4-7,0.7145789434444089,0
20,8,31953,34573,Core 4-7,0.31789272903318266,0
13,12,3371,24736,Core 4-7,0.8567968990375728,0
22,26,99975,43874,Core 0-3,0.642318392347364,0
9,17,66753,12967,Core 0-3,0.7363667508918148,0
20,3,5420,46832,Core 4-7,0.5935646485062736,0
2,4,90122,44482,Core 4-7,0.4755326608883415,0
12,5,63999,48876,Core 4-7,0.6896705311393322,0
8,1,4703,13946,Core 4-7,0.21852943700310729,0
16,25,73887,40414,Core 4-7,0.3822747742854452,0
1,24,538,10028,Core 4-7,0.4617848152019752,0
16,2,75805,618,Core 4-7,0.22381409185787215,0
6,5,36049,33176,Core 4-7,0.6274071076421285,1
20,25,547,21905,Core 0-3,0.7531767936662469,0
6,29,88395,14374,Core 0-3,0.15823224566611938,0
3,19,85969,20258,Core 4-7,0.4169007489556697,0
9,5,22550,9571,Core 0-3,0.46608355276513697,0
19,25,19736,9698,Core 4-7,0.5645869096709555,0
3,22,50587,17321,Core 0-3,0.6709914125940479,0
21,13,85476,17546,Core 4-7,0.44422852583111055,0
7,5,83203,38850,Core 0-3,0.6881717447797014,1
14,8,44451,31917,Core 4-7,0.517676415202829,0
22,21,8581,38699,Core 4-7,0.37943080311783095,0
14,9,47315,8210,Core 0-3,0.5461205522571262,0
23,15,61247,11063,Core 0-3,0.24734696553947938,0
25,27,22005,1478,Core 0-3,0.44908604011609743,0
3,29,50634,9263,Core 0-3,0.464901199109002,0
5,3,26159,41880,Core 4-7,0.37903652797598564,0
5,1,49174,19733,Core 0-3,1.0,0
19,20,83379,24308,Core 4-7,0.760310037266319,0
27,7,32916,5916,Core 4-7,0.5399615367861675,0
10,13,16156,35026,Core 4-7,0.5855317535964596,0
9,3,43186,32859,Core 0-3,0.6033869947078065,0
29,29,7500,42911,Core 0-3,0.6249131679685906,0
16,10,77047,25878,Core 4-7,0.812416335947902,0
9,24,94307,46734,Core 4-7,0.6854900861653657,0
6,18,99447,19592,Core 0-3,0.10286034439872016,0
5,16,86098,42683,Core 0-3,0.6667158845629209,0
4,9,53547,20293,Core 4-7,0.33265900188356134,0
20,15,16612,11292,Core 0-3,0.38915692651890615,0
21,14,32706,47575,Core 4-7,0.6962641931925977,0
18,19,49911,19408,Core 0-3,0.1273658368668304,0
16,27,83575,8101,Core 4-7,0.8425145940259713,0
24,6,61686,1033,Core 0-3,0.6634658993200924,0
28,7,32999,30235,Core 0-3,0.5667426866513362,0
7,5,2602,26229,Core 0-3,0.6667709281146168,0
14,26,12472,39197,Core 4-7,0.7296980205373338,0
23,13,26182,8081,Core 4-7,0.5445778189495472,0
17,5,46065,8666,Core 0-3,0.6548085317522668,0
8,14,3859,4826,Core 4-7,0.30402515050020573,0
11,1,83823,47840,Core 0-3,0.6623864498003936,0
17,20,3885,17478,Core 0-3,0.6215394892492646,0
14,1,82876,45565,Core 4-7,0.7878451056911444,0
9,9,48533,2631,Core 0-3,0.5348285266939509,0
6,9,9906,47026,Core 0-3,0.5612850706231667,0
8,15,43724,7563,Core 4-7,0.31533609365054477,0
17,5,66280,2425,Core 0-3,0.499890454668924,0
22,21,21757,29550,Core 4-7,0.6222750585397356,0
13,29,4856,6275,Core 4-7,0.6412174845903973,0
13,21,28282,11241,Core 4-7,0.8426292706939847,0
17,7,31106,10586,Core 0-3,0.5922970865456514,0
19,22,59637,21595,Core 0-3,0.48144776735076467,0
2,2,91006,44931,Core 0-3,0.6113332298630928,1
18,11,80411,34907,Core 0-3,0.3885156120517427,0
4,10,23274,14658,Core 0-3,0.7650118862726165,0
7,19,89544,12659,Core 0-3,0.3612946038874576,0
28,5,62527,36699,Core 0-3,0.41896759509274933,0
16,23,50615,17593,Core 0-3,0.28490037364842524,1
19,15,99407,7636,Core 4-7,0.5165712563454039,0
15,2,34000,39651,Core 4-7,0.6290369950145824,0
23,11,40037,2487,Core 0-3,0.830654927664408,0
25,4,81989,38867,Core 4-7,0.488522452707655,0
14,17,45554,13349,Core 4-7,0.4551170307202162,0
13,23,6006,47760,Core 0-3,0.0,0
20,27,61338,28077,Core 4-7,0.544626766850635,0
7,2,92169,10362,Core 4-7,0.5055199308569839,0
15,24,28356,16084,Core 4-7,0.5031596420665537,0
1,10,59343,27896,Core 4-7,0.801161259976275,0
2,28,18352,49389,Core 4-7,0.6092260050989882,0
24,11,57241,21955,Core 4-7,0.41678042920589586,0
3,1,81155,32792,Core 4-7,0.3188487755958661,0
21,18,35183,21566,Core 4-7,0.2685354922376694,0
24,24,69432,10926,Core 4-7,0.41088577986762553,0
5,5,74867,44344,Core 4-7,0.5748022101421895,0
16,5,59209,11920,Core 4-7,0.07806084809804453,0
28,27,64747,12202,Core 4-7,0.472990580552616,0
17,23,45232,19532,Core 0-3,0.6603657734394576,0
29,4,6974,8147,Core 4-7,0.29293742614235985,1
18,9,64457,37393,Core 0-3,0.46436685521944976,0
26,19,27551,48007,Core 0-3,0.30168390599692707,0
16,24,72919,5686,Core 4-7,0.0,0
11,3,50460,42783,Core 4-7,0.33992790799880535,0
3,15,39905,34859,Core 4-7,0.28729237074585434,0
10,24,29405,49730,Core 0-3,0.6550206813952484,0
18,14,85339,38319,Core 0-3,0.5961072656850323,0
16,1,91818,16028,Core 0-3,0.29163949003483935,0
9,10,78414,13633,Core 4-7,0.7585298220685843,1
21,13,1632,47387,Core 0-3,0.6450409510037644,0
1,26,58595,44669,Core 4-7,0.4487113903310896,0
11,23,99308,4356,Core 4-7,0.566011125606819,0
11,12,32256,6658,Core 0-3,0.31092561824873044,0
27,1,30656,14416,Core 4-7,0.007609535249322175,0
13,2,41638,34984,Core 4-7,0.5181752175793467,0
28,27,23209,47061,Core 0-3,0.22717869426286802,1
8,11,91419,10684,Core 4-7,0.4546330722059636,0
19,12,49860,24102,Core 4-7,0.58220168123138,0
27,28,53611,44228,Core 4-7,0.11126882911695646,0
9,1,15836,15925,Core 0-3,0.5413305458836005,1
25,10,82301,36121,Core 4-7,0.665289149340455,0
28,3,49695,36208,Core 4-7,0.08420790652516741,0
6,9,54493,26385,Core 0-3,0.6410875518704551,0
4,17,79952,13534,Core 4-7,0.8797961784245947,0
28,19,10875,38012,Core 4-7,0.4489845811952753,0
28,18,60567,3567,Core 0-3,0.6480837174071407,1
9,5,78209,49615,Core 4-7,0.2990640871009791,0
27,28,6160,28171,Core 4-7,0.6840464867916414,0
25,7,45434,37577,Core 4-7,0.6020276878020322,0
15,15,73932,39473,Core 0-3,0.5435507721595351,0
18,6,7915,16497,Core 0-3,0.5321720488466422,0
26,26,86735,48961,Core 0-3,0.5788897455270765,0
22,5,11298,28199,Core 0-3,0.4871999945923224,0
27,29,18795,21278,Core 4-7,0.3054139730873887,0
4,19,6065,46163,Core 0-3,0.4704297395589523,0
19,13,38531,21629,Core 0-3,0.4904631335727596,1
26,7,70160,45877,Core 4-7,0.26521872166334537,0
16,28,91373,39738,Core 4-7,0.4779033226299343,0
6,25,21100,31156,Core 4-7,0.48764970457372764,0
27,2,74242,46168,Core 4-7,0.39587583053708986,0
12,6,76495,12802,Core 4-7,0.5704581415118068,0
15,15,78630,39742,Core 4-7,0.6179054834461128,0
15,28,87339,48199,Core 4-7,0.36726320693671544,0
